10.00329	-0.12
10.00652995	0.02
10.02165	-0.11
10.03538581	-0.08
10.04556931	-0.1
10.06082567	0.03
10.10769068	0.08
10.11716531	0.02
10.12804789	-0.09
10.13202575	-0.1
10.13389	0.11
10.13675	-0.2
10.21420496	0.23
10.290994	-0.19
10.29672521	-0.52
10.3108245	0.1
10.35533177	0
10.35584657	-0.07
10.35863224	0.06
10.37168453	0
10.41725184	0.06
10.45843441	-0.02
10.50682565	0.16
10.52629406	0
10.56134221	0.05
10.60052251	-0.03
10.62784997	0.11
10.65276707	-0.13
10.67607169	0.35
10.71252541	-0.35
10.8118737	0.04
10.863502	0.22
10.8985	0.2
10.9295461	-0.02
10.94027841	-0.05
10.99469878	0.06
11.01816836	-0.08
11.02347475	0.11
11.04603384	0.07
11.08507637	-0.03
11.0895723	0.04
11.11990653	-0.04
11.13125132	0.34
11.17394617	0.01
11.17931605	0.02
11.20066445	0.04
11.25402929	0.03
11.29695137	-0.02
11.30119217	0.08
11.32271513	-0.03
11.35011917	-0.12
11.36112327	-0.01
11.3910025	-0.03
11.39109	0.41
11.41909375	0.08
11.41928253	-0.17
11.4433	-0.32
11.47685909	-0.05
11.51516988	0.07
11.5231	0.3
11.55098	0.26
11.55102504	0.01
11.55530021	-0.06
11.55562343	-0.02
11.59822172	-0.02
11.62905828	0.04
11.72012266	0.07
11.72292176	0.03
11.79162572	-0.09
11.8104	-0.46
11.87456832	0
11.89520511	0.02
11.94014029	0.01
11.95398936	0.03
12.00096042	0.09
12.05707239	0.01
12.06222443	0
12.12400943	-0.06
12.25383217	-0.04
12.27065865	-0.16
12.3764661	-0.09
12.39358604	-0.09
12.4127754	0.05
12.43931193	-0.01
12.49341307	-0.02
12.53248465	-0.08
12.5720095	-0.02
12.61190667	-0.05
12.8747099	0.25
12.91375431	0.03
12.92491623	0
12.94130146	0.03
12.9460978	0.04
12.98495573	-0.13
12.99207337	0.03
13.02365861	-0.01
13.0313945	0.07
13.14497566	0.02
13.15141081	0.12
13.1829642	-0.05
13.2140732	-0.1
13.2217576	-0.03
13.2274528	0.04
13.2406	0.26
13.24503188	0.21
13.24934059	0.03
13.28535633	0.03
13.32196237	0.04
13.32351601	0.14
13.32388301	-0.13
13.3997099	0
13.47469571	-0.05
13.481	-0.17
13.5225106	0.03
13.5396293	0.18
13.5630972	0.01
13.62798432	-0.05
13.64618192	-0.03
13.6473676	0.05
13.68237119	0.05
13.71220213	-0.05
13.71933369	0.03
13.72465129	0.04
13.73469807	-0.05
13.7521072	-0.04
13.86375	-0.34
13.89961966	-0.19
13.9093583	0.03
13.93290318	0.08
14.00640607	0.04
14.00947528	-0.11
14.0329154	-0.05
14.03491514	-0.07
14.07971466	0.09
14.08827448	0.01
14.13176026	-0.09
14.16399294	-0.01
14.20443009	-0.02
14.207	-0.09
14.2563227	0.03
14.28226676	-0.09
14.30511983	-0.03
14.36267939	0.04
14.37508035	0
14.4273551	-0.01
14.4541302	-0.03
14.476	0.25
14.48585199	0.01
14.53244172	0.02
14.53261362	-0.02
14.5539759	0.06
14.5564533	0.04
14.55731705	0.12
14.5596237	0.05
14.5665	-0.13
14.58649607	-0.06
14.628	-0.38
14.677286	0.14
14.7967458	0.16
14.80074836	0.02
14.878296	-0.12
14.88801098	-0.03
14.97435694	-0.08
15.0217983	0.06
15.0330105	-0.05
15.0447198	-0.27
15.0540329	0.03
15.1410397	-0.11
15.18725932	0.03
15.28469497	-0.02
15.36262753	-0.06
15.37563332	-0.1
15.4580567	0.04
15.56	-0.31
