14002	0
11613	0.33
9017.76	0.1
7337	0.23
6700	0.453
6005	0.09
5894	-0.01
5769	-0.281
5700	0.14
5584	0
5501	-0.13
5174	0.3
5144	-0.09
5000	0.28
5000	0.35
4951	0.02
4885	-0.48
4850	0.18
4825	0.31
4791	0.19
4375	0.41
4270	0.37
4218	0.03
4205.8	0.263
4100	0
3999	-0.11
3827	0.18
3810	0.16
3668	0.206
3658	-0.02
3657	-0.3
3638	0.18
3630	0.03
3568	-0.306
3452	-0.2
3117	0.01
3070	0.3
3008	0.23
3000	0.33
2915	0.25
2899	0.16
2890	0.08
2840	0.22
2732	0.01
2720	0.336
2597	0.266
2590	-0.19
2556.5	0.15
2524.4	0.33
2502	-0.13
2496	-0.06
2473	0.11
2443	-0.11
2391	0
2374	0.25
2372	0.11
2288	0.3
2247	0.11
2209	0
2208	-0.12
2205	0.08
2172	0.33
2151	0.048
2140.2	0.51
2131.8	0
2111	0.21
2102	0.21
2093.3	-0.04
2082	0.09
2068	0.164
2024.1	0.18
1973	0.31
1951	0.32
1945	0.122
1928	0.19
1877	0.17
1862	-0.44
1845	-0.11
1840	0.25
1818	-0.24
1773.4	0.43
1770	0.232
1749.83	0.04
1733	-0.19
1708	0.36
1695	0.05
1684	0.13
1667	-0.48
1627.5	0.29
1624	0.19
1606.3	0.3
1561	0.33
1560.2	-0.15
1531	-0.07
1523	0.17
1460	-0.18
1455	-0.1
1383.4	0.37
1378	0.229
1362.3	-0.24
1353.6	0.23
1333	0.22
1322.3	-0.42
1320.1	-0.5
1319	-0.135
1314	0.21
1313	0.06
1311	0.244
1299	0.23
1293	-0.04
1290	0.19
1276	-0.27
1275	-0.11
1270	0.04
1261.94	0.15
1260	0.03
1256	0.21
1244	0.56
1214	0.34
1201.1	0.16
1189.1	0.27
1179	0.39
1178.4	-0.08
1173	0.29
1159.2	0.29
1145	0.3
1143	-0.36
1129	0.04
1125.7	-0.13
1120	0.315
1116	0.06
1114	-0.262
1107.5923	-0.14
1103	0.29
1084.5	0.16
1078	0
1075.2	0.17
1071.23228	-0.03
1069.8	0.35
1058.8	0.29
1056.7	0.14
1051.1	0.23
1046.2	0.22
1043	0.11
1038.1	-0.24
1027	0.29
1008	0.1
1002	0.2
1001.7	-0.16
1000	-0.01
995.4	0.37
993.3	-0.052
989.2	0
986	0.05
982	0.17
963.6	0.29
963	-0.09
962	0.33
956	-0.53
952.7	-0.06
952	0.26
937.7	-0.08
931	0.01
916	0.27
912	-0.06
886	0.15
885.5	-0.44
883	0.25
883	-0.03
875.5	-0.09
874.774	-0.13
872.2	0.33
871	0.05
868	0.14
857.5	-0.09
854.083	-0.04
851.8	-0.18
842.2	-0.12
840	-0.02
835.477	0.19
828	-0.284
825.9	0.07
825	-0.15
822.3	0.2
820.3	0.34
818.8	0.08
798.5	0.038
796	0.21
789	-0.2
788	-0.07
780.3	0.4
778.1	0.3
772	-0.04
745.7	-0.26
730.6	-0.15
712.13	0.69
711	-0.21
705	-0.31
704.1984	-0.25
696.3	0.26
692	0.36
691.9	0
689	-0.46
677.8	-0.12
676.8	0.14
675.47	0.176
672.1	-0.25
670	0.18
663.2	-0.24
655.6	-0.03
653.22	0.12
649	-0.306
647.3	-0.24
643.25	0.263
641	0.15
637.2093	-0.136
628.96	-0.27
626.5	0.3
625	0.12
623.8	-0.16
621.99	-1
615	0.28
613.8	-0.15
610	0.14
606.4	-0.18
605.2	-0.29
604.67	0.08
603.95116	0.1
600.1	-0.26
598.3	0.08
597.065	0.01
589.64	0.07
580.7	0.36
578.2	-0.46
577.9	0.21
572.4	-0.12
572.3847	-0.28
572.38	-0.029
567.94	0.23
562.1	0.2
559.4	0.23
559.3	-0.2
551.4	0.27
550	-0.49
535.6	-0.49
533	-0.32
528.4	0.06
528.07	-0.37
526.62	0.2
525.8	-0.04
523.9	0.27
522.3	-0.27
521	0.28
516.22	0.04
511.098	0.29
509.997402	-0.46
507	0.05
501.75	-0.18
499.48	-0.26
499.4	-0.01
498.9	0.34
493.7	0.21
492.3	-0.2
491.54	0.03
482	-0.18
481.9	-0.71
480.5	-0.323
479.1	-0.46
479	0.04
472.3	0.03
469.63111	0.06
466.2	0.27
466	0.16
464.3	-0.07
461.2	0.289
456.1	-0.03
452.8	-0.03
448.303558	0
446.27	0.41
443.4	0.2
442.19	0.214
441.47	0.3
440.7813	-0.38
439.3	0.315
437.05	0.453
436.9	-0.02
434.5	0.09
433.7	-0.74
431.8	0.09
428.1	0.42
425.47785	0.03
421	0.06
420.77	0
418.2	0.27
417.9	-0.094
408.6	-0.2
406.6	0.545
406.2	-0.07
396.03	0.2
395.8	0.19
394.6244904	0.12
392.6	-0.2
388	-0.12
387.1	-0.11
386.370548	0.07
386.3	0.21
385.9	0.12
384.843	0.21
383.7	-0.27
380.85	0.04
379.63	-1
374.876239	0.02
373.3	-0.21
364.758031	0.05
363.2	-0.12
361.1	-0.3
360.2	0.01
359.9	0.22
359.5546	0.17
357.8	0.36
356	0.14
352.7	0.21
352.3	-0.08
352.2	0.25
349.7	0.09
345.72	0.1
345.53	-0.15
341.7	0.25
335.1	0.245
331.60059	-0.12
330	0.18
328.2399546	0.21
327.8	0.4
326.6	0.05
326.03	-0.35
325	0.32
324	0.07
324	-0.11
323.6	-0.22
311.6	0
310.55	0.263
308.5471	0.03
305.5	0.14
303.137	-0.25
299.36	0.15
298.2	0.17
297.3	-0.07
296.637865	0.01
289.8623	-0.29
288.822	-0.07
287.378949	0.01
282.5255	-0.078
282.4	0.21
279.8	0.19
277.02	-0.24
270	0.37
269.3	-0.25
268.94	0.1
267.291	-0.37
265.469335	-0.403
264.15	0.15
262.709	0.36
262	0.31
259.33683	-0.01
258.19	0.28
257.8	-0.3
256.78	0.26
256.2	-0.55
255.87	0.37
248.4	0.05
247.35373	-0.556
242.4613	-0.29
240.7989397	-0.07
240.503	0.09
237.6	-0.07
232.08	-0.12
228.776	-0.3
227	-0.03
226.89047	-0.03
225.7	0.38
225.62	0.21
225.582809	0.01
224.784608	0.005
223.6	0.29
223.3	0.44
220.1303357	-0.38
220.078	0.3
219.3217528	0.08
218.47	-0.17
217.8317626	0.14
217.21	-0.09
214.886545	0.02
214.67	0.14
214.3114164	0.07
213.257663	-0.01
210.630591	-0.06
210.60697	-0.12
207.2482	-0.57
201.99	0.35
201.9	-0.26
201.1214	0.01
198.7112502	-0.03
198.680179	-0.04
198.4	-0.2
198.088774	-0.1
197.8	-0.31
197	-0.05
196.435224	0.01
192.9	0.09
192	-0.36
191.2318	-0.17
190.323494	-0.026
187.747029	-0.11
186.404271	0.02
185.84	-0.24
184.771853	-0.07
184.256405	-0.297
184.2	0.31
184.02	-0.359
181.4	-0.03
179.612	0.07
178.1396	0.02
177.6693	-0.01
177.11	-0.02
176.3	-0.14
175.138819	0.02
174.509835	0.02
172.7049784	-0.1
168.811174	0.02
163.967	0.11
163.692349	-0.06
161.5280101	-0.05
161.5163345	0.06
161.4743937	0.03
160.88465087	0.14
160.129918	0.07
160.018032	0.147
158.6853308	-0.14
157.57	0.15
157.54	-0.15
157.072878	0.154
156	-0.11
154.378	-0.44
153.979578	-0.03
153.343364	0.08
153.22	-0.22
152.6	-0.12
151.884058	-0.279
151.86392	0.12
150.242127	-0.02
149.61	-0.09
148.6	-0.17
148.4603382	-0.04
147.73	0.26
147.02	-0.4
144.547396	-0.1
144.3	0.03
143.58	0.15
143.34394	0.18
142.544247	-0.134
141.6	0.07
140.101261	-0.19
139.35	-0.5
138.9442	0
138.317	0.21
137.48	0.28
136.75	-0.205
136.205626	0.06
135.498527	-0.035
134.2527298	0.03
133.71	0.1
133.6	-0.57
133.4605235	-0.07
133.3036741	-0.01
132.9968322	0.19
131.458	-0.34
131.05	0.14
131	-0.11
130.3546919	0.06
130.194	-0.079
130.08	0.022
129.9441	-0.26
127.9075774	0.03
127.8338098	0.09
127.58	-0.26
127.282184	-0.238
125.94	-0.14
125.8518	0.05
125.63243	-0.01
125.596809	-0.097
125.4131177	0.1
124.9144	-0.12
124.828679	0.05
124.6	-0.31
124.5244647	0.194
124.4198398	-0.09
124.26	0.05
123.01	-0.01
123	-0.04
122.8808058	0.04
122.744	0.08
122.6196	0.02
122.3874	-0.37
122.363553	0.02
122.1	-0.26
121.71	-0.02
121.54	-0.89
120.8	0.39
120.0181272	0.35
119.6	0.21
118.45	0.23
118.3807	-0.041
117.93108781	-0.04
117.87	0.14
117.040498	-0.03
116.6926	-0.09
116.596	0.03
116.331901	0
115.6862258	-0.03
114.73635	-0.17
114.34219	0.1
112.3053	-0.37
110.979	0.2
110.96546	-0.06
110.9	0.545
110.2869374	-0.053
109.6471842	-0.04
108.593329	-0.26
107.723601	0.106
106.247547	0.02
105.9564148	0.07
105.6551369	-0.03
105.599	-0.11
105.356383	0.415
105.3033148	0.01
105.144749	0.02
104.3518976	-0.04
103.95	0.12
102.54	-0.31
101.951829	0.03
101.54	-0.07
101.11141	-0.3
100.8274113	0
99.747622	0.04
99.640161	-0.156
99.2530951	-0.14
98.7180406	0.02
96.9151496	0
96.678988	-0.188
96.16987	-0.19
96.101141	-0.403
95.2738	-0.01
94.44	0.35
94.2887577	-0.04
94.2	0.11
93.4	-0.03
92.876125	-0.299
92.743711	-0.26
92.4362973	-0.08
92.263714	0.03
91.93913	-0.12
91.773242	-0.291
91.353282	-0.094
91.080482	0.01
90.4113556	-0.02
90.309	-0.4
89.722292	-0.01
88.9	0
88.505	-0.129
88.40655258	0.26
88.255055	-0.138
87.9732136	0.03
87.6451	-0.076
87.517905	0.02
87.090195	0.238
86.828989	-0.06
86.67856	-0.05
86.647661	0.27
86.1150888	-0.04
85.7565495	-0.01
85.7350285	0.06
85.35129427	0.02
85.312	-0.079
85.273256	0.06
84.703921	0.04
84.6879808	-0.06
84.5733226	0.12
83.9151	-0.774
83.488369	-0.027
83.446393	-0.114
82.5342519	-0.25
82.467	0.04
82.304003	-0.17
82.294751	-0.13
82.177374	0.03
81.73780699	-0.05
81.4162941	0.26
81.3151059	-0.04
81.1694299	0.01
81.0659	-0.073
80.8720639	0.04
78.1000231	0.06
77.61130017	0.07
77.473633	-0.121
77.2548396	0.09
77.095691	-0.039
76.957857	0.02
76.732171	-0.302
76.613377	0.03
76.5369586	-0.04
76.378033	0.17
76.13602028	-0.04
76.050178	-0.034
75.765	0.16
75.523	0.17
75.29	0.21
75.2	-0.16
74.920137	-0.12
74.72	-0.04
72.379334	-0.489
71.52530845	-0.01
71.484	0.34
71.4517775	0.04
71.312	0.09
70.9674603	0.04
70.6979061	-0.21
70.46	0.17
69.7546	0.176
68.9584	0.08
68.8861915	-0.14
68.27	0.1
68.16101	-0.618
67.968015	-0.223
67.844469	-0.106
67.831024	-0.311
67.668827	0.08
67.3	0.25
67.093408	-0.157
66.65062	0
66.5579057	0.04
66.4162133	-0.1
66.373379	-0.11
66.262	-0.2
66.1849031	0
66.0634	0.05
65.6488341	0.06
65.6478424	-0.11
64.6588017	0.05
64.2737752	0.11
64.00205	0.01
63.33627	-0.08
63.33	0.16
62.95	-0.08
62.9228557	0.05
62.8916228	-0.01
62.8691611	0.01
62.784697	-0.045
62.303276	-0.391
62.24	-0.55
62.218	0.24
62.1387714	0.05
61.6178167	0.04
61.1166	0.05
61.0370117	0.01
60.92832271	-0.06
60.866168	0.01
60.418955	-0.067
60.323105	0.18
60.0855082	0.12
59.980627	-0.026
59.87756	0.03
59.73667	-0.12
59.6225257	-0.08
59.4970952	0.11
58.83	0.05
58.6017925	-0.09
58.43	-0.33
58.3620495	0.02
58.11247	0.04
58.034616	-0.827
57.68802	-0.039
57.24809	-0.134
57.011	0.41
56.6747285	-0.03
56.6449279	0.12
56.633742	-0.219
56.47542	-0.299
56.4349938	0.04
56.35418576	-0.13
56.268	-0.202
56.228098	-0.016
56.1886887	0.29
56.0560538	0.07
55.8226539	0.13
55.806	-0.06
55.6738309	0.01
55.63934	0.04
55.328328	0.147
55.188023	-0.137
55.01307	0.336
54.6495759	0.06
54.5094166	-0.02
54.418694	0.136
54.414	-0.57
54.4092333	0.04
54.32031	0.023
54.280749	-0.145
54.155743	0.134
53.5991044	-0.04
53.578637	0.247
53.5293487	0.09
53.44945593	0.09
52.814973	-0.298
52.75875577	0.09
52.661793	-0.363
52.6298417	-0.03
52.501129	-0.07
52.0902	-0.073
52.0688601	0.03
51.92927591	-0.06
51.84688575	0.143
51.805612	-0.009
51.76	-0.31
51.755394	-0.777
51.645	0.11
51.538	-0.014
51.3285623	-0.08
51.300634	-0.12
51.196	-0.32
51.16579	0.072
51.1309704	0.06
51.1110243	-0.05
51.07926307	-0.01
51.078775	0.422
50.790391	-0.04
50.697494	-0.011
50.447	0.143
50.28638192	0.02
49.7701438	-0.07
49.77	-0.24
49.748	0.08
49.6221509	-0.01
49.6077331	-0.06
49.567416	-0.14
49.532	-0.25
49.499875	0.051
49.412	-0.091
49.276764	-0.02
49.183921	-0.026
49.175	0.14
49.1013514	-0.05
48.648	0.012
48.630408	-0.154
48.4308991	0.03
48.1345	0.02
48.056	0.314
48.051405	-0.01
47.9872764	0.02
47.903645	0.02
47.84	0.21
47.449955	0
47.427737	0.071
47.332773	-0.11
47.318218	-0.297
47.3126192	0.06
47.1611696	0.01
47.14840805	-0.05
47.0569043	-0.07
47.0319479	-0.02
46.90232	-0.255
46.8779367	-0.03
46.859	0.11
46.827915	-0.13
46.6888	-0.041
46.4063358	0
46.183669	0.087
45.348269	-0.567
45.294301	-0.15
45.154	-0.079
45.1263042	0.02
45.0904643	-0.04
44.96417488	0.09
44.9309804	0.22
44.851896	-0.077
44.840975	0.155
44.699576	0.194
44.6169557	0.04
44.55983	-0.32
44.552169	-0.131
44.431014	-0.106
44.4175	0.31
44.347	-0.374
44.236	0.1
44.2008	-0.01
44.000529	-0.556
43.8445	-0.12
43.6	0.29
43.595792	-0.911
