0.518    15.539
0.572    16.905
0.379    12.752
0.287    13.797
0.722    14.410
0.515    14.711
0.407    15.387
0.459    15.518
0.455    15.667
0.678    15.731
0.498    16.084
0.538    16.661
0.574    16.660
0.620    17.104
0.722    11.710
0.517    14.027
0.186    15.977
0.499    16.378
0.490    16.415
0.527    16.384
0.704    16.742
0.562    17.041
0.540    17.154
0.580    17.135
0.309    10.352
0.791    11.425
0.709    11.934
0.621    15.187
0.890    13.026
0.543    13.600
0.512    13.741
0.538    15.698
0.556    15.741
0.507    15.807
0.554    16.197
0.579    16.225
0.579    16.438
0.538    17.482
0.579    17.513
0.628    17.584
0.510    17.981
0.826    17.736
0.541    18.083
0.611    18.074
0.427    11.498
0.480    13.340
0.674    13.315
0.371    14.061
0.607    14.186
0.402    14.956
0.443    14.992
0.488    15.096
0.500    15.436
0.541    15.544
0.475    15.917
0.499    15.895
0.652    15.787
0.506    15.991
0.604    15.937
0.567    15.978
0.544    16.042
0.581    16.151
0.535    16.347
0.674    16.274
0.536    16.503
0.698    16.385
0.729    16.457
0.479    16.739
0.743    16.492
0.233    17.031
0.770    16.532
0.447    16.938
0.569    16.904
0.528    16.938
0.492    17.068
0.488    17.129
0.600    17.087
0.456    17.241
0.470    17.355
0.611    17.196
0.435    17.496
0.523    17.432
0.553    17.409
0.504    17.414
0.455    17.539
0.622    17.348
0.515    17.515
0.625    17.617
0.586    17.615
0.735    17.508
0.676    17.646
0.630    17.703
0.632    17.811
0.610    17.975
0.631    18.000
0.682    17.976
0.521    18.167
0.582    18.093
0.585    18.100
0.568    18.207
0.539    18.272
1.051    17.817
0.771    18.115
0.586    18.280
0.722    18.257
0.852    18.061
0.743    18.201
0.491    18.449
0.570    18.453
0.615    18.437
0.704    18.382
0.380    18.641
0.527    18.616
0.595    18.614
0.515    18.731
0.524    18.714
0.567    18.728
0.820    18.508
0.571    18.709
0.571    18.738
0.515    18.794
0.632    18.708
0.690    18.679
0.648    18.758
0.590    18.841
0.868    18.619
0.517    19.087
0.588    19.036
0.482    19.179
0.581    19.164
0.644    19.143
0.580    19.289
0.691    19.309
0.533    19.516
0.703    19.427
0.648    19.622
0.647    19.687
0.825    18.589
0.648    19.168
0.824    19.203
0.833    19.276
0.930    19.131
0.820    19.852
0.665    19.114
0.825    11.920
0.712    12.223
0.701    12.300
0.732    12.302
0.733    12.346
0.326    12.810
0.732    12.411
0.750    12.433
0.716    12.505
0.346    12.878
0.320    12.940
0.352    12.953
0.209    13.112
0.675    12.673
0.463    12.902
0.274    13.148
0.689    12.818
0.249    13.348
0.334    13.338
0.776    12.995
0.295    13.488
0.568    13.238
0.317    13.533
0.378    13.501
0.334    13.573
0.561    13.431
0.290    13.794
0.538    13.684
0.315    14.059
0.570    13.886
0.418    14.091
0.288    14.223
0.390    14.159
0.376    14.225
0.354    14.302
0.485    14.186
0.321    14.349
0.406    14.342
0.715    14.045
0.352    14.415
0.347    14.433
0.411    14.374
0.377    14.434
0.702    14.162
0.596    14.295
0.601    14.319
0.622    14.463
0.396    14.717
0.532    14.584
0.397    14.802
0.413    14.778
0.444    14.817
0.410    14.927
0.707    14.643
0.393    14.960
0.722    14.640
0.437    14.948
0.428    14.952
0.412    15.047
0.440    15.055
0.514    15.013
0.446    15.115
0.432    15.171
0.413    15.208
0.444    15.237
0.426    15.260
0.487    15.228
0.439    15.330
0.448    15.325
0.510    15.339
0.492    15.451
0.542    15.444
0.447    15.639
0.483    15.620
0.587    15.536
0.578    15.556
0.518    15.611
0.492    15.706
0.753    15.455
0.488    15.725
0.658    15.578
0.380    15.865
0.560    15.743
0.549    15.815
0.471    15.930
0.565    15.855
0.531    15.902
0.526    15.940
0.775    15.724
0.638    15.883
0.531    16.041
0.521    16.113
0.513    16.121
0.543    16.169
0.551    16.155
0.413    16.309
0.690    16.015
0.650    16.189
0.555    16.286
0.452    16.391
0.516    16.328
0.701    16.161
0.525    16.346
0.752    16.148
0.533    16.410
0.557    16.462
0.616    16.480
0.564    16.536
0.470    16.647
0.762    16.377
0.667    16.574
0.500    16.747
0.567    16.697
0.582    16.688
0.571    16.693
0.779    16.496
0.558    16.737
0.811    16.559
0.499    16.905
0.529    16.872
0.567    16.838
0.588    16.824
0.571    16.868
0.585    16.879
0.511    16.958
0.589    16.936
0.690    16.859
0.448    17.116
0.660    16.929
0.533    17.090
0.550    17.082
0.551    17.103
0.711    16.934
0.580    17.084
0.477    17.239
0.593    17.149
0.762    16.971
0.515    17.282
0.489    17.327
0.600    17.244
0.608    17.265
0.595    17.272
0.442    17.370
0.579    17.327
0.571    17.361
0.472    17.487
0.692    17.281
0.465    17.520
0.562    17.413
0.420    17.564
1.016    16.965
0.648    17.379
0.529    17.544
0.692    17.366
0.646    17.435
0.573    17.504
0.728    17.379
0.627    17.512
0.527    17.603
0.657    17.486
0.469    17.683
0.507    17.657
0.519    17.684
0.628    17.585
0.660    17.572
0.863    17.374
0.741    17.521
0.749    17.555
0.551    17.777
0.696    17.683
0.609    17.781
0.642    17.757
0.646    17.775
0.518    17.923
0.547    17.932
0.504    17.961
0.656    17.804
0.576    17.916
0.702    17.769
0.538    17.924
0.641    17.832
0.647    17.845
0.767    17.776
0.551    18.011
0.501    18.066
0.644    17.927
0.626    17.954
0.947    17.665
0.693    17.969
0.472    18.217
0.702    18.028
0.742    17.999
0.713    18.020
0.572    18.194
0.752    17.987
0.703    18.052
0.791    17.951
0.717    18.091
0.717    18.100
0.708    18.147
0.526    18.318
0.595    18.257
0.736    18.170
0.808    18.126
0.504    18.430
0.487    18.479
0.689    18.264
0.546    18.402
0.569    18.465
0.664    18.383
0.797    18.303
0.928    18.234
0.730    18.443
0.698    18.590
0.556    18.705
0.760    18.522
0.488    18.780
0.691    18.643
0.666    18.705
0.605    18.785
0.663    18.729
0.501    18.950
0.599    18.868
0.655    18.809
0.586    18.924
0.523    19.062
0.765    18.867
0.684    18.927
0.543    19.068
0.648    18.999
0.603    19.164
0.602    19.208
0.605    19.218
0.699    19.223
0.630    19.284
0.541    19.464
0.529    19.450
0.577    19.487
0.702    19.510
