   7.00000000     -0.219998479    
   7.00000000      -8.92162472E-02
   7.00000000     -0.148147032    
   7.00000000     -0.194926947    
   7.00000000     -0.113110036    
   7.00000000     -0.142454982    
   7.00000000     -0.142137215    
   7.00000000      0.112171918    
   7.00000000      0.100144044    
   7.00000000      0.101329938    
   7.00000000      0.130431920    
   7.00000000       6.69434369E-02
   7.00000000      -3.29335853E-02
   7.00000000       7.22710937E-02
   6.00000000      -2.45157927E-02
   6.00000000      -8.49422663E-02
   6.00000000     -0.129504979    
   6.00000000      -5.61328605E-02
   6.00000000       4.58060503E-02
   6.00000000      -1.67908818E-02
   6.00000000       7.35414177E-02
   6.00000000       7.54877776E-02
   6.00000000      0.135167286    
   6.00000000      0.165447637    
   6.00000000       1.84318423E-03
   5.00000000     -0.204732090    
   5.00000000     -0.110974945    
   5.00000000      -6.79100081E-02
   5.00000000     -0.108636059    
   5.00000000     -0.180149764    
   5.00000000      0.164007604    
   5.00000000      0.155496866    
   5.00000000      0.102003656    
   5.00000000      0.154849857    
   5.00000000      0.104878128    
   5.00000000     -0.243391335    
   5.00000000     -0.246240869    
   5.00000000     -0.253354311    
   5.00000000     -0.186714038    
   5.00000000     -0.192518085    
   5.00000000     -0.231488749    
   5.00000000     -0.221363306    
   5.00000000     -0.213178679    
   5.00000000      -6.71597496E-02
   5.00000000     -0.298351318    
   5.00000000     -0.356784135    
   5.00000000     -0.415613353    
   5.00000000     -0.397558272    
   5.00000000     -0.396628737    
   5.00000000      0.259603977    
   5.00000000      0.262142837    
   5.00000000      0.163447425    
   5.00000000      0.230050087    
   5.00000000      0.227024168    
   5.00000000     -0.265649408    
   5.00000000     -0.208674729    
   5.00000000     -0.251194298    
   5.00000000     -0.189670146    
   5.00000000     -0.251190245    
   5.00000000      0.192686975    
   5.00000000      0.118463062    
   5.00000000      0.163401246    
   5.00000000      0.125889838    
   5.00000000       7.75853842E-02
   5.00000000       5.86450547E-02
   5.00000000      0.151365280    
   5.00000000       8.71837586E-02
   5.00000000      0.124632448    
   5.00000000      0.106419176    
   5.00000000      -6.19729608E-03
   5.00000000      -5.49077317E-02
   5.00000000     -0.136275128    
   5.00000000     -0.143081218    
   5.00000000     -0.172268093    
   5.00000000      -5.79933189E-02
   5.00000000       1.26978830E-02
   5.00000000      -4.98549007E-02
   5.00000000       4.65773568E-02
   5.00000000      -8.25639069E-03
   5.00000000      -1.26024727E-02
   5.00000000      0.121187165    
   5.00000000      0.110780433    
   5.00000000      -3.66209969E-02
   5.00000000       8.40028673E-02
   5.00000000     -0.475510895    
   5.00000000     -0.615161180    
   5.00000000     -0.632238626    
   5.00000000     -0.553314626    
   5.00000000     -0.567368627    
   5.00000000     -0.290764749    
   5.00000000     -0.278853476    
   5.00000000     -0.113614641    
   5.00000000     -0.113890208    
   5.00000000     -0.150555313    
   5.00000000     -0.383175194    
   5.00000000     -0.396696150    
   5.00000000     -0.395117581    
   5.00000000     -0.455881894    
   5.00000000     -0.465664327    
   5.00000000       1.17259398E-02
   5.00000000      0.127182379    
   5.00000000      -2.25731060E-02
   5.00000000      0.121712297    
   5.00000000      -2.99534872E-02
   5.00000000     -0.112020403    
   5.00000000     -0.134042650    
   5.00000000     -0.127115339    
   5.00000000     -0.133852959    
   5.00000000     -0.168851718    
   4.00000000       7.94578567E-02
   4.00000000      0.105514430    
   4.00000000       6.67080805E-02
   4.00000000      -3.26779410E-02
   4.00000000     -0.109239645    
   4.00000000     -0.112112872    
   4.00000000     -0.173786461    
   4.00000000     -0.168249488    
   4.00000000      -9.01805311E-02
   4.00000000      -9.90424082E-02
   4.00000000      -2.24224925E-02
   4.00000000     -0.169800073    
   4.00000000     -0.130308419    
   4.00000000       1.14008598E-02
   4.00000000       6.08947501E-03
   4.00000000       1.25744008E-02
   4.00000000       3.08616795E-02
   4.00000000       4.29166965E-02
   4.00000000       9.28496122E-02
   4.00000000      0.104934230    
   4.00000000       2.83338614E-02
   4.00000000      0.137623072    
   4.00000000      -4.04248014E-03
   4.00000000      0.157178119    
   4.00000000      -1.02322903E-02
   4.00000000      -3.95543873E-02
   4.00000000       6.79054484E-02
   4.00000000     -0.111828029    
   4.00000000       1.21912118E-02
   4.00000000      -3.03098578E-02
   4.00000000       7.84306228E-02
   4.00000000      -2.87346262E-02
   4.00000000      -1.55563653E-02
   4.00000000      0.152655989    
   4.00000000       6.68905452E-02
   4.00000000       7.90068284E-02
   4.00000000     -0.491980135    
