pl_pnum	pl_orbper	pl_orbsmax	pl_orbeccen	pl_orbincl	pl_bmassj	st_metfe
2	8.70419416					0.08
2	2.46697439					0.08
1	10.12804789					-0.09
1	3.7705521					0.02
1	1.19655156					0.01
1	7.33683936					-0.06
1	27.6655226					0.04
1	6.10027804					0.09
1	161.5280101					-0.05
1	11.3910025					-0.03
2	7.42608998					0.06
2	15.9870174					0.06
3	18.92540274					-0.01
3	1.47532231					-0.01
3	4.15244722					-0.01
1	8.73485836					0.01
1	12.99207337					0.03
1	3.74910006					0.05
1	11.0895723					0.04
1	0.97486893					-0.04
1	4.89718784					0.05
1	5.72812599					-0.17
1	3.75574426					-0.09
1	7.09714223					-0.43
1	0.355		0	79	0.006	-0.18
1	0.67737516					0.05
1	13.2140732					-0.1
1	158.6853308					-0.14
1	4.29264638					0.01
1	31.5922646					0.07
1	1.97376093					-0.02
1	53.5293487					0.09
1	0.9283105					-0.09
1	8.39846269					0.05
1	8.63847725					-0.06
1	13.73469807					-0.05
1	14.5539759					0.06
1	11.30119217					0.08
1	4.24153639					0
1	11.13125132					0.34
1	29.6193421					-0.02
1	6.40087618					0.09
1	27.07237711					-0.02
1	13.71933369					0.03
1	133.4605235					-0.07
1	14.13176026					-0.09
1	11.41928253					-0.17
1	40.0587473					0.06
1	50.28638192					0.02
2	14.37457351					0
2	9.65185017					0
1	30.8638931					-0.06
1	8.09219642					0
1	117.93108781					-0.04
1	0.63133235					0.05
1	55.63934					0.04
3	5.955					-0.524
3	12.04					-0.524
1	4.59725385					0.1
1	23.58447697					0.05
1	10.11716531					0.02
1	19.12947337					-0.13
1	6.1469851					0.01
1	8.57503552					-0.03
1	10.50682565					0.16
1	3.99010623					0.02
1	10.03538581					-0.08
1	33.1995648					-0.06
4	26.444					-0.014
4	51.538					-0.014
1	127.8338098					0.09
1	1.92279873					-0.03
1	3.22296927					0.04
1	4.16809082					0.06
1	4.51436633					0.14
2	3.77360059					-0.08
2	8.1818246					-0.08
1	4.48758907					-0.12
1	51.92927591					-0.06
1	0.56785714					-0.02
1	6.88337562					0.03
3	9.77					-0.195
3	20.09					-0.195
1	11.29695137					-0.02
1	5.62153941					0.02
1	7.1396941					-0.08
1	18.7546998					-0.18
1	13.32388301					-0.13
1	11.41909375					0.08
1	11.36112327					-0.01
1	16.56059504					-0.18
1	15.74957994					-0.06
1	37.8144514					0.29
5	8.726					-0.131
5	12.883					-0.131
1	2.49577962					0
1	124.4198398					-0.09
1	1.21956827					-0.02
1	2.05387982					0.05
1	2.61302086					-0.24
1	0.92785982					0.01
1	19.80792185					0
1	2.3432319					0.15
1	6.91134416					0.15
1	394.6244904					0.12
4	8.306					-0.031
4	12.513					-0.031
1	7.19303878					0.03
1	8.50699658					-0.07
1	44.9309804					0.22
1	7.16892463					0.07
1	2.14463285					0.04
1	7.8866311					0.06
1	8.02768059					0.12
1	85.35129427					0.02
1	76.13602028					-0.04
1	20.38177573					-0.02
1	5.10137945					0.09
1	3.94963138					0.01
1	3.14866453					0.04
1	15.59461874					-0.03
1	5.83376092					0.04
1	14.16399294					-0.01
1	2.61703254					-0.07
1	150.242127					-0.02
1	5.03251791					-0.08
1	40.4287755					0.02
1	21.3587621					-0.01
1	22.0459018					0.09
1	2.57885507					0.04
1	20.5533844					0.07
1	40.0686727					0.03
1	27.5073799					0.03
1	5.14438011					-0.03
1	18.45847097					-0.06
1	25.9422033					-0.03
1	33.3855938					0.05
1	7.71468975					0.03
1	4.44448017					0
1	3.98953967					-0.03
1	12.98495573					-0.13
1	5.69919514					0.05
1	18.11472949					0.11
1	6.24146367					-0.01
2	20.42228798					0.08
2	7.63846023					0.08
1	70.6979061					-0.21
1	3.744439					0.19
1	52.75875577					0.09
1	53.44945593					0.09
1	13.7521072					-0.04
1	6.33855761					-0.03
1	9.803224					-0.25
1	2.80624233					-0.16
1	144.547396					-0.1
1	8.0472642					0.04
1	5.8706191					-0.06
1	19.17891293					-0.06
1	6.9913086					-0.01
1	3.51749439					-0.3
1	40.1099547					0
2	10.3507721					0.05
2	62.9228557					0.05
1	3.02166863					0.05
1	5.08274652					0.09
1	41.6979976					-0.09
1	15.86621821					-0.15
1	1.34059747					0.15
1	13.93290318					0.08
1	2.36436901					0.12
1	20.310501					0.03
1	2.53475627					0.02
1	10.29672521					-0.52
1	4.40966548					0.22
1	4.59489604					0.08
1	32.2968798					-0.05
1	2.97041437					-0.38
1	4.85386933					0.06
1	11.04603384					0.07
3	13.749				0.202	
3	26.723				0.019	
3	49.3568		0.07			
2	6.53192704					0
2	100.8274113					0
1	51.300634					-0.12
1	0.93846683					-0.05
1	6.93366476					0.07
1	61.0370117					0.01
1	33.8678531					0.12
1	52.0688601					0.03
1	9.1149903					0.03
1	3.9324613					-0.11
1	0.92103214					-0.04
2	1460				3	-0.18
1	71.4517775					0.04
1	8.03755877					-0.01
1	1.9214374					-0.01
1	14.20443009					-0.02
1	55.6738309					0.01
1	4.88083852					-0.01
1	10.56134221					0.05
2	67.668827					0.08
2	153.343364					0.08
1	52.6298417					-0.03
1	14.878296					-0.12
2	2.50806				0.034	0.34
2	820.3				9.836	0.34
1	59.6225257					-0.08
1	17.42395198					-0.15
1	44.96417488					0.09
1	49.7701438					-0.07
1	43.3167737					-0.11
1	31.0033814					-0.01
1	11.79162572					-0.09
1	26.9644317					-0.07
1	7.76846622					-0.02
1	8.6893073					0.01
1	11.5231				0.041	0.3
1	98.7180406					0.02
1	71.52530845					-0.01
1	130.3546919					0.06
2	88.40655258					0.26
2	9.10967112					0.26
1	16.78176602					0.02
1	14.53244172					0.02
1	5.24867263					0.02
1	5.90741354					-0.01
1	9.7678805					0.01
1	14.80074836					0.02
1	16.2385				0.027	0.04
1	3.12686223					0.02
1	16.87727414					0.05
1	12.05707239					0.01
1	9.97683705					-0.02
1	13.5225106					0.03
1	134.2527298					0.03
1	99.747622					0.04
2	13.22713379					-0.03
2	198.7112502					-0.03
2	3.69298373					0.13
2	5.70940492					0.13
2	34.1731714					0.22
2	1.6829346					0.22
2	2.58664				0.011	-0.2
2	789				1.08	-0.2
1	16.73652231					-0.08
1	9.59070716					-0.06
1	7.03932553					0.04
1	49.6077331					-0.06
1	4.19449651					0.07
1	1.97034246					0.07
1	105.9564148					0.07
1	26.85328322					-0.01
1	49.6221509					-0.01
1	8.0880135					-0.02
1	1.54168				0.011	0.18
1	11.55102504					0.01
1	4.46975774					0.01
1	15.7738221					0.05
1	60.0855082					0.12
1	43.0342272					0.04
1	116.331901					0
1	56.4349938					0.04
1	105.3033148					0.01
1	17.76080053					-0.32
1	7.96431535					0.01
1	4.60358				0.019	0.18
2	9.91723428					0.01
2	0.53835431					0.01
1	82.5342519					-0.25
1	20.16034462					-0.04
1	22.08557563					0.03
1	1.15116651					-0.13
1	28.26731672					-0.07
1	3.77059058					0.03
1	2.70730672					0.05
1	5.65377733					0.07
1	5.99185702					0.05
1	121.71		0.35		1.54	-0.02
1	511.21		0.16		2.18	
1	6.959		0.3		0.32	
1	5.118		0.28		0.4	
1	4.087		0.15		0.46	
1	2985.7		0.44		2.78	
1	4.4264		0		0.54	
1					13	
7	18.767			89.76		0.04
1	1.33823251		0	86.85	1.216	-0.05
1	4.1250828		0	88.8	1.78	-0.04
