pl_discmethod	pl_pnum	st_metfe	pl_orbper	pl_orbeccen	pl_orbincl	pl_bmassj	pl_bmassprov	pl_radj	pl_dens	st_teff	st_mass	st_rad	st_logg	st_lum	st_dens	st_metfe
Transit	2	0.33	3.4876812	0.086	85.82	0.16	Mass	0.51	1.45	5667	1.17	1.56	4.12		0.437	0.33
Transit	2	0.33	6.02976	0	84.6	0.01	Mass	0.112	10.5	5667	1.17	1.56	4.12		0.437	0.33
Transit	2	-0.03	1.95452434					0.194		5821	0.99	1	4.44			-0.03
Transit	2	-0.03	105.6551369					0.328		5821	0.99	1	4.44			-0.03
Transit	2	0.07	15.9654			0.031	Mass	0.301	1.38	5845	1.09	1.44	4.16		0.52	0.07
Transit	2	0.07	179.612			0.114	Mass	0.459	1.47	5845	1.09	1.44	4.16		0.52	0.07
Transit	2	0.29	56.1886887					0.186		5754	1.08	1.13	4.37			0.29
Transit	2	0.29	3.18897601					0.088		5754	1.08	1.13	4.37			0.29
Transit	2	-0.19	5.4122	0.47	85.94			0.429		5827	0.96	0.89				-0.19
Transit	2	-0.19	7.1262			0.01447	Mass	0.117	11.2	5827	0.96	0.89				-0.19
Transit	2	0.03	15.3787546					0.143		6010	1.09	1.13	4.37			0.03
Transit	2	0.03	21.1284569					0.132		6010	1.09	1.13	4.37			0.03
Transit	2	-0.01	3.60930891					0.333		5635	0.94	0.93	4.49			-0.01
Transit	2	-0.01	2.37030743					0.143		5635	0.94	0.93	4.49			-0.01
Transit	2	0	8.67888593					0.205		5792	1	1	4.44			0
Transit	2	0	4.02582254					0.146		5792	1	1	4.44			0
Transit	2	-0.026	49.183921					0.772		5854	0.87	2.19	3.9			-0.026
Transit	2	-0.026	190.323494					0.73		5854	0.87	2.19	3.9			-0.026
Transit	2	0.06	18.78425728					0.218		4350	0.7	0.66	4.65			0.06
Transit	2	0.06	161.5163345					0.262		4350	0.7	0.66	4.65			0.06
Transit	2	-0.08	6.48163					0.211		5952	1.04	1.32	4.21		0.65	-0.08
Transit	2	-0.08	21.2227					0.225		5952	1.04	1.32	4.21		0.65	-0.08
Transit	2	-0.01	25.0824626					0.174		6166	1.13	1.2	4.33			-0.01
Transit	2	-0.01	89.722292					0.175		6166	1.13	1.2	4.33			-0.01
Transit	2	-0.151	12.691112					0.163		5960		1.15	4.33			-0.151
Transit	2	-0.151	31.719775					0.197		5960		1.15	4.33			-0.151
Transit	2	0.005	3.341815					0.141		5952		1.16	4.38			0.005
Transit	2	0.005	224.784608					0.651		5952		1.16	4.38			0.005
Transit	2	-0.588	8.408878					0.211		5544		0.84	4.51			-0.588
Transit	2	-0.588	28.574263					0.214		5544		0.84	4.51			-0.588
Transit	2	-0.04	24.3397804					0.264		5831	1	1	4.44			-0.04
Transit	2	-0.04	76.5369586					0.244		5831	1	1	4.44			-0.04
Transit	2	0.05	4.754			0.037	Mass	0.162	10.73	4725	0.75	0.69	4.64		2.71	0.05
Transit	2	0.05	8.92507					0.194		4725	0.75	0.69	4.64		2.71	0.05
Transit	2	-0.06	2.88890485					0.149		5053	0.81	0.77	4.58			-0.06
Transit	2	-0.06	210.630591					0.321		5053	0.81	0.77	4.58			-0.06
Transit	2	-0.081	2.403679					0.097		5979	1	1.21	4.31			-0.081
Transit	2	-0.081	8.990889					0.232		5979	1	1.21	4.31			-0.081
Transit	2	0.04	5.1856142					0.209		6327	1.26	1.43	4.23			0.04
Transit	2	0.04	8.45808312					0.211		6327	1.26	1.43	4.23			0.04
Transit	2	-0.064	5.968734					0.305		6142	1.16	1.45	4.2			-0.064
Transit	2	-0.064	13.07163					0.205		6142	1.16	1.45	4.2			-0.064
Transit	2	-0.04	18.7959228	0.0493	88.74	0.094	Mass	0.719	0.3	6150	1.13	1.61	4.1		0.41	-0.04
Transit	2	-0.04	50.790391	0.0323	89.64	1.84	Mass	1.101	1.74	6150	1.13	1.61	4.1		0.41	-0.04
Transit	2	0.18	7.518496					0.175		5274	0.86	1.09	4.32			0.18
Transit	2	0.18	20.17202					0.685		5274	0.86	1.09	4.32			0.18
Transit	2	-0.083	2.422082					0.321		5595		0.84	4.57			-0.083
Transit	2	-0.083	4.125103					0.082		5595		0.84	4.57			-0.083
Transit	2	-0.449	6.312501					0.192		4096		0.53	4.73			-0.449
Transit	2	-0.449	12.794585					0.136		4096		0.53	4.73			-0.449
Transit	2	-0.38	3.177422					0.209		5311		0.7	4.65			-0.38
Transit	2	-0.38	41.008011					0.203		5311		0.7	4.65			-0.38
Transit	2	-0.199	17.232366					0.262		6089	1.03	1.26	4.28			-0.199
Transit	2	-0.199	26.695074					0.132		6089	1.03	1.26	4.28			-0.199
Transit	2	-0.01	4.35409304					0.128		5306	0.86	0.83	4.55			-0.01
Transit	2	-0.01	2.93658468					0.128		5306	0.86	0.83	4.55			-0.01
Transit	2	0.126	4.164389					0.211		3810	0.55	0.51	4.74			0.126
Transit	2	0.126	5.774464					0.066		3810	0.55	0.51	4.74			0.126
Transit	2	-0.048	15.09			0.097	Mass	0.101		6090	1.18	1.66	4.07			-0.048
Transit	2	-0.048	22.804			0.105	Mass	0.101		6090	1.18	1.66	4.07			-0.048
Transit	2	0.12	16.092			0.051	Mass	0.215	6	5685	1.02	1.03	4.42		1.44	0.12
Transit	2	0.12	25.5169			0.026	Mass	0.075	77.7	5685	1.02	1.03	4.42		1.44	0.12
Transit	2	0.09	11.1726994					0.111		5748	1.05	1.4	4.16			0.09
Transit	2	0.09	2.53573424					0.109		5748	1.05	1.4	4.16			0.09
Transit	2	-0.45	11.12830484					0.439		4094	0.54	0.53	4.73			-0.45
Transit	2	-0.45	2.22649109					0.214		4094	0.54	0.53	4.73			-0.45
Transit	2	-0.16	8.129976					0.157		5736		1.43	4.19			-0.16
Transit	2	-0.16	31.517586					0.253		5736		1.43	4.19			-0.16
Transit	2	0.05	23.198681					0.177		5512	0.94	1.3	4.18			0.05
Transit	2	0.05	5.77721211					0.153		5512	0.94	1.3	4.18			0.05
Transit	2	0.045	6.00253					0.161		6090		1.27	4.27			0.045
Transit	2	0.045	11.448708					0.103		6090		1.27	4.27			0.045
Transit	2	-0.06	4.4968604					0.225		3827	0.55	0.53	4.74			-0.06
Transit	2	-0.06	1.76678906					0.154		3827	0.55	0.53	4.74			-0.06
Transit	2	0.03	7.69993485					0.082		5770	1	1.05	4.39			0.03
Transit	2	0.03	4.77468005					0.071		5770	1	1.05	4.39			0.03
Transit	2	-0.12	8.436387					0.131		5187		0.8	4.55			-0.12
Transit	2	-0.12	18.735753					0.168		5187		0.8	4.55			-0.12
Transit	2	0.05	20.2641684					0.164		6202	1.19	1.29	4.29			0.05
Transit	2	0.05	7.44142113					0.113		6202	1.19	1.29	4.29			0.05
Transit	2	-0.07	3.4462039					0.065		5361	0.87	0.83	4.55			-0.07
Transit	2	-0.07	2.00541269					0.057		5361	0.87	0.83	4.55			-0.07
Transit	2	0.154	15.771044					0.262		5594	1.08	1.3	4.25			0.154
Transit	2	0.154	157.072878					0.302		5594	1.08	1.3	4.25			0.154
Transit	2	0.01	2.78815679					0.08		6126	1.13	1.18	4.34			0.01
Transit	2	0.01	4.13827595					0.092		6126	1.13	1.18	4.34			0.01
Transit	2	-0.094	3.25427					0.144		6077		1.29	4.27			-0.094
Transit	2	-0.094	91.353282					0.161		6077		1.29	4.27			-0.094
Transit	2	0.538	3.107675					0.062		4910	1	0.79	4.57			0.538
Transit	2	0.538	7.010606					0.126		4910	1	0.79	4.57			0.538
Transit	2	-0.167	16.007583					0.215		5848		1.36	4.2			-0.167
Transit	2	-0.167	27.082511					0.301		5848		1.36	4.2			-0.167
Transit	2	-0.326	5.885273					0.119		6075	1.03	1.24	4.29			-0.326
Transit	2	-0.326	10.104665					0.12		6075	1.03	1.24	4.29			-0.326
Transit	2	-0.674	22.951			0.117	Mass	0.236		6022	1.32	1.85	4.02			-0.674
Transit	2	-0.674	42.882			0.25	Mass	0.385		6022	1.32	1.85	4.02			-0.674
Transit	2	-0.302	31.158799					0.331		5948		1.21	4.31			-0.302
Transit	2	-0.302	76.732171					0.279		5948		1.21	4.31			-0.302
Transit	2	0.03	31.7785901					0.148		5828	1.02	1.01	4.44			0.03
Transit	2	0.03	5.32786292					0.089		5828	1.02	1.01	4.44			0.03
Transit	2	0.03	8.23984869					0.154		5893	1.04	1.05	4.42			0.03
Transit	2	0.03	3.54553021					0.103		5893	1.04	1.05	4.42			0.03
Transit	2	0.078	12.610584					0.136		6012	1.01	1.47	4.18			0.078
Transit	2	0.078	33.416423					0.217		6012	1.01	1.47	4.18			0.078
Transit	2	-0.102	15.228958					0.273		5460	0.83	0.83	4.55			-0.102
Transit	2	-0.102	24.674612					0.186		5460	0.83	0.83	4.55			-0.102
Transit	2	-0.138	18.207973					0.249		5088		0.72	4.61			-0.138
Transit	2	-0.138	88.255055					0.213		5088		0.72	4.61			-0.138
Transit	2	-0.255	18.870227					0.261		5404		0.89	4.45			-0.255
Transit	2	-0.255	46.90232					0.226		5404		0.89	4.45			-0.255
Transit	2	0.03	2.5904434					0.146		5477	0.92	0.88	4.52			0.03
Transit	2	0.03	5.3227406					0.147		5477	0.92	0.88	4.52			0.03
Transit	2	-0.363	5.931194					0.186		4508	0.58	0.62	4.68			-0.363
Transit	2	-0.363	52.661793					0.2		4508	0.58	0.62	4.68			-0.363
Transit	2	-0.014	4.973456					0.205		5094		0.81	4.55			-0.014
Transit	2	-0.014	15.906801					0.227		5094		0.81	4.55			-0.014
Transit	2	-0.232	16.709184					0.189		4623		0.62	4.66			-0.232
Transit	2	-0.232	28.551383					0.17		4623		0.62	4.66			-0.232
Transit	2	-0.911	10.139623					0.212		4625		0.66	4.65			-0.911
Transit	2	-0.911	43.595792					0.304		4625		0.66	4.65			-0.911
Transit	2	-0.361	4.309427					0.137		5857		0.88	4.51			-0.361
Transit	2	-0.361	13.699087					0.322		5857		0.88	4.51			-0.361
Transit	2	-0.093	4.921355					0.189		5078	0.77	0.81	4.55			-0.093
Transit	2	-0.093	7.06424					0.183		5078	0.77	0.81	4.55			-0.093
Transit	2	-0.301	6.919798					0.112		5816		0.96	4.44			-0.301
Transit	2	-0.301	19.446355					0.27		5816		0.96	4.44			-0.301
Transit	2	-0.016	7.810937					0.094		5776	0.96	0.92	4.52			-0.016
Transit	2	-0.016	21.347262					0.202		5776	0.96	0.92	4.52			-0.016
Transit	2	-0.02	19.672266					0.277		6152	1.12	1.19	4.34			-0.02
Transit	2	-0.02	32.657212					0.263		6152	1.12	1.19	4.34			-0.02
Transit	2	-0.01	12.2057513					0.285		5355	0.88	0.84	4.54			-0.01
Transit	2	-0.01	6.6513802					0.237		5355	0.88	0.84	4.54			-0.01
Transit	2	-0.28	8.180848					0.207		5211		0.77	4.54			-0.28
Transit	2	-0.28	15.31299					0.199		5211		0.77	4.54			-0.28
Transit	2	-0.012	4.425391					0.13		6282		1.11	4.42			-0.012
Transit	2	-0.012	13.193242					0.24		6282		1.11	4.42			-0.012
Transit	2	0.234	7.930592					0.285		5679		1.03	4.45			0.234
Transit	2	0.234	16.665863					0.255		5679		1.03	4.45			0.234
Transit	2	-0.786	4.263742					0.115		6031	0.78	0.95	4.4			-0.786
Transit	2	-0.786	8.005777					0.217		6031	0.78	0.95	4.4			-0.786
Transit	2	-0.023	11.903515					0.228		6064	1.04	1.01	4.47			-0.023
Transit	2	-0.023	34.035257					0.277		6064	1.04	1.01	4.47			-0.023
Transit	2	-0.091	36.855			0.006	Mass	0.259		5942	1.07	1.07	4.41			-0.091
Transit	2	-0.091	49.412			0.024	Mass	0.633		5942	1.07	1.07	4.41			-0.091
Transit	2	-0.01	2.735926					0.146		5302		0.76	4.61			-0.01
Transit	2	-0.01	6.40013					0.178		5302		0.76	4.61			-0.01
Transit	2	-0.194	13.817124					0.134		5731	0.84	1.06	4.34			-0.194
Transit	2	-0.194	41.885775					0.269		5731	0.84	1.06	4.34			-0.194
Transit	2	-0.162	3.137873					0.113		5333		0.75	4.62			-0.162
Transit	2	-0.162	4.302149					0.178		5333		0.75	4.62			-0.162
Transit	2	0.077	9.825792					0.23		6250	1.14	1.15	4.4			0.077
Transit	2	0.077	20.684342					0.306		6250	1.14	1.15	4.4			0.077
Transit	2	0.026	5.687945					0.184		5888		0.96	4.5			0.026
Transit	2	0.026	11.637071					0.203		5888		0.96	4.5			0.026
Transit	2	-0.051	1.6329					0.104		5208	0.79	0.81	4.54			-0.051
Transit	2	-0.051	20.729042					0.18		5208	0.79	0.81	4.54			-0.051
Transit	2	-0.345	4.938864					0.126		6105	0.85	1.29	4.27			-0.345
Transit	2	-0.345	10.640263					0.238		6105	0.85	1.29	4.27			-0.345
Transit	2	0.1	2.061897					0.15		6021		1.14	4.35			0.1
Transit	2	0.1	5.996553					0.285		6021		1.14	4.35			0.1
Transit	2	-0.134	10.399931					0.108		5235	0.79	0.75	4.62			-0.134
Transit	2	-0.134	20.134866					0.212		5235	0.79	0.75	4.62			-0.134
Transit	2	0.009	2.019999					0.139		5106	0.84	0.8	4.56			0.009
Transit	2	0.009	3.763024					0.13		5106	0.84	0.8	4.56			0.009
Transit	2	-0.011	11.38848					0.213		6335		1.15	4.4			-0.011
Transit	2	-0.011	50.697494					0.245		6335		1.15	4.4			-0.011
Transit	2	-0.052	8.307872					0.181		5329		0.78	4.6			-0.052
Transit	2	-0.052	34.096863					0.138		5329		0.78	4.6			-0.052
Transit	2	0.071	20.739886					0.17		5128		0.78	4.57			0.071
Transit	2	0.071	47.427737					0.2		5128		0.78	4.57			0.071
Transit	2	-0.157	23.637604					0.277		5644		0.97	4.44			-0.157
Transit	2	-0.157	67.093408					0.29		5644		0.97	4.44			-0.157
Transit	2	-0.118	8.594805					0.19		5678		0.94	4.45			-0.118
Transit	2	-0.118	10.222157					0.142		5678		0.94	4.45			-0.118
Transit	2	-0.279	25.672083					0.219		6065	1.17	1.23	4.29			-0.279
Transit	2	-0.279	151.884058					0.254		6065	1.17	1.23	4.29			-0.279
Transit	2	0.012	4.069427					0.145		4668		0.67	4.65			0.012
Transit	2	0.012	16.282493					0.165		4668		0.67	4.65			0.012
Transit	2	-0.213	14.400974					0.226		5812	0.96	1.24	4.27			-0.213
Transit	2	-0.213	25.660593					0.16		5812	0.96	1.24	4.27			-0.213
Transit	2	-0.149	2.75564					0.135		4321		0.55	4.74			-0.149
Transit	2	-0.149	20.306546					0.146		4321		0.55	4.74			-0.149
Transit	2	0.008	16.087845					0.202		5513		0.94	4.47			0.008
Transit	2	0.008	41.749882					0.277		5513		0.94	4.47			0.008
Transit	2	-0.748	2.453234					0.262		4559		0.65	4.66			-0.748
Transit	2	-0.748	7.972513					0.323		4559		0.65	4.66			-0.748
Transit	2	0.106	4.138575					0.112		5123	0.97	0.82	4.55			0.106
Transit	2	0.106	6.04045					0.115		5123	0.97	0.82	4.55			0.106
Transit	2	-0.051	2.46236					0.145		5696	0.94	1.2	4.31			-0.051
Transit	2	-0.051	4.822962					0.209		5696	0.94	1.2	4.31			-0.051
Transit	2	-0.359	15.660544					0.233		6169		1.35	4.25			-0.359
Transit	2	-0.359	28.7798					0.19		6169		1.35	4.25			-0.359
Transit	2	-0.183	7.693641					0.21		6091		1.26	4.28			-0.183
Transit	2	-0.183	17.406669					0.271		6091		1.26	4.28			-0.183
Transit	2	-0.185	6.738975					0.107		3682		0.48	4.78			-0.185
Transit	2	-0.185	18.794234					0.164		3682		0.48	4.78			-0.185
Transit	2	0.136	9.488015					0.277		5854		1.09	4.4			0.136
Transit	2	0.136	54.418694					0.271		5854		1.09	4.4			0.136
Transit	2	-0.291	32.625555					0.38		5588		0.82	4.55			-0.291
Transit	2	-0.291	91.773242					0.182		5588		0.82	4.55			-0.291
Transit	2	-0.011	10.065275					0.154		3767	0.58	0.49	4.78			-0.011
Transit	2	-0.011	19.271566					0.172		3767	0.58	0.49	4.78			-0.011
Transit	2	0.083	4.431222					0.275		5847		0.97	4.5			0.083
Transit	2	0.083	11.379349					0.342		5847		0.97	4.5			0.083
Transit	2	-0.067	8.472382					0.217		5360		0.76	4.61			-0.067
Transit	2	-0.067	60.418955					0.242		5360		0.76	4.61			-0.067
Transit	2	0.075	2.711506					0.33		6224		1.11	4.42			0.075
Transit	2	0.075	7.21205					0.313		6224		1.11	4.42			0.075
Transit	2	0.119	8.295611					0.14		3750	0.56	0.51	4.75			0.119
Transit	2	0.119	23.968127					0.178		3750	0.56	0.51	4.75			0.119
Transit	2	-0.077	4.715106					0.126		4861	0.7	0.72	4.58			-0.077
Transit	2	-0.077	8.103636					0.186		4861	0.7	0.72	4.58			-0.077
Transit	2	-0.016	11.763051					0.208		4914	0.74	0.76	4.58			-0.016
Transit	2	-0.016	56.228098					0.224		4914	0.74	0.76	4.58			-0.016
Transit	2	0.089	4.144495					0.122		4985		0.74	4.63			0.089
Transit	2	0.089	7.953528					0.196		4985		0.74	4.63			0.089
Transit	2	-0.243	12.718092					0.208		4699		0.67	4.63			-0.243
Transit	2	-0.243	36.065978					0.229		4699		0.67	4.63			-0.243
Transit	2	0.103	8.20395					0.233		5020		0.85	4.49			0.103
Transit	2	0.103	14.496481					0.178		5020		0.85	4.49			0.103
Transit	2	0.241	5.715442					0.219		5228	0.89	0.84	4.57			0.241
Transit	2	0.241	20.026218					0.178		5228	0.89	0.84	4.57			0.241
Transit	2	0.143	4.60182					0.209		5206	0.86	0.83	4.56			0.143
Transit	2	0.143	11.187161					0.134		5206	0.86	0.83	4.56			0.143
Transit	2	0.171	6.308205					0.269		5190		0.83	4.57			0.171
Transit	2	0.171	16.239494					0.363		5190		0.83	4.57			0.171
Transit	2	-0.67	6.668391					0.11		4208	0.52	0.55	4.72			-0.67
Transit	2	-0.67	10.848463					0.192		4208	0.52	0.55	4.72			-0.67
Transit	2	0.415	13.19722					0.362		4942	0.8	0.92	4.44			0.415
Transit	2	0.415	33.653079					0.322		4942	0.8	0.92	4.44			0.415
Transit	2	-0.165	8.115317					0.25		5938		0.9	4.53			-0.165
Transit	2	-0.165	36.924931					0.241		5938		0.9	4.53			-0.165
Transit	2	-0.034	8.187399					0.179		5250	0.88	0.86	4.49			-0.034
Transit	2	-0.034	76.050178					0.155		5250	0.88	0.86	4.49			-0.034
Transit	2	0.14	10.381227					0.194		5098	0.87	0.79	4.56			0.14
Transit	2	0.14	24.570858					0.178		5098	0.87	0.79	4.56			0.14
Transit	2	-0.115	13.060855					0.121		5841		0.88	4.54			-0.115
Transit	2	-0.115	21.853722					0.146		5841		0.88	4.54			-0.115
Transit	2	-0.11	16.568087					0.238		5265		0.79	4.58			-0.11
Transit	2	-0.11	47.332773					0.22		5265		0.79	4.58			-0.11
Transit	2	-0.19	40.806231					0.297		6158	1.32	1.55	4.15			-0.19
Transit	2	-0.19	140.101261					0.252		6158	1.32	1.55	4.15			-0.19
Transit	2	0.106	6.61833					0.221		5885	0.99	1.03	4.45			0.106
Transit	2	0.106	107.723601					0.347		5885	0.99	1.03	4.45			0.106
Transit	2	-0.114	25.934138					0.227		6081		1.27	4.29			-0.114
Transit	2	-0.114	83.446393					0.302		6081		1.27	4.29			-0.114
Transit	2	0.02	5.326718					0.22		5847	0.98	0.96	4.5			0.02
Transit	2	0.02	8.127899					0.151		5847	0.98	0.96	4.5			0.02
Transit	2	0.41	15.3348			9.11	Mass	0.357		5400	0.65	0.59	5.4			0.41
Transit	2	0.41	31.3309			13.8	Mass	0.437		5400	0.65	0.59	5.4			0.41
Transit	2	-0.151	11.476094					0.179		6067		1.46	4.2			-0.151
Transit	2	-0.151	25.262887					0.158		6067		1.46	4.2			-0.151
Transit	2	-0.478	2.936532					0.134		5626		0.81	4.51			-0.478
Transit	2	-0.478	8.014927					0.177		5626		0.81	4.51			-0.478
Transit	2	-0.188	11.634788					0.137		6023		1.01	4.44			-0.188
Transit	2	-0.188	33.197861					0.164		6023		1.01	4.44			-0.188
Transit	2	-0.315	17.324			0.275	Mass	0.261		5946	1.12	1.69	4.03			-0.315
Transit	2	-0.315	33.006			0.202	Mass	0.3		5946	1.12	1.69	4.03			-0.315
Transit	2	0.422	30.160546					0.363		4991		2.94	3.62			0.422
Transit	2	0.422	51.078775					0.32		4991		2.94	3.62			0.422
Transit	2	0.34	5.9123			1.51	Mass	0.321		4590	0.75	0.7	4.29			0.34
Transit	2	0.34	8.9858			1.36	Mass	0.303		4590	0.75	0.7	4.29			0.34
Transit	2	-0.169	2.139542					0.129		5744	0.91	0.89	4.54			-0.169
Transit	2	-0.169	4.807091					0.179		5744	0.91	0.89	4.54			-0.169
Transit	2	0.012	14.646008					0.252		5723	0.98	0.9	4.53			0.012
Transit	2	0.012	36.337373					0.474		5723	0.98	0.9	4.53			0.012
Transit	2	-0.26	11.008151					0.19		4351		0.57	4.72			-0.26
Transit	2	-0.26	92.743711					0.162		4351		0.57	4.72			-0.26
Transit	2	-0.145	12.699149					0.2		5615		0.81	4.58			-0.145
Transit	2	-0.145	37.514456					0.233		5615		0.81	4.58			-0.145
Transit	2	-0.063	2.633867					0.12		5411	0.85	0.81	4.58			-0.063
Transit	2	-0.063	6.186676					0.1		5411	0.85	0.81	4.58			-0.063
Transit	2	-0.077	20.342199					0.208		5806		1.03	4.4			-0.077
Transit	2	-0.077	44.851896					0.291		5806		1.03	4.4			-0.077
Transit	2	-0.04	10.3384			0.01419	Mass	0.299	0.65	5701	0.98	0.93				-0.04
Transit	2	-0.04	13.2884			0.01259	Mass	0.28	0.7	5701	0.98	0.93				-0.04
Transit	2	-0.061	14.589347					0.201		5147		0.74	4.62			-0.061
Transit	2	-0.061	36.77031					0.241		5147		0.74	4.62			-0.061
Transit	2	0.07	3.546511					0.193		6002	1.03	1.02	4.47			0.07
Transit	2	0.07	5.700786					0.168		6002	1.03	1.02	4.47			0.07
Transit	2	0.134	19.254196					0.274		5804	1.01	0.96	4.5			0.134
Transit	2	0.134	54.155743					0.342		5804	1.01	0.96	4.5			0.134
Transit	2	-0.001	3.701212					0.158		5913		0.98	4.49			-0.001
Transit	2	-0.001	6.6264					0.242		5913		0.98	4.49			-0.001
Transit	2	-0.12	38.871826					0.256		5619		0.92	4.47			-0.12
Transit	2	-0.12	74.920137					0.583		5619		0.92	4.47			-0.12
Transit	2	-0.238	10.446347					0.149		5986	0.94	0.9	4.53			-0.238
Transit	2	-0.238	40.714955					0.201		5986	0.94	0.9	4.53			-0.238
Transit	2	-0.238	30.184104					0.362		5740		1.22	4.29			-0.238
Transit	2	-0.238	127.282184					1.111		5740		1.22	4.29			-0.238
Transit	2	0.102	1.937055					0.079		3944	0.59	0.48	4.77			0.102
Transit	2	0.102	7.061149					0.102		3944	0.59	0.48	4.77			0.102
Transit	2	0.19	10.4208			0.02341	Mass	0.217	2.62	5367	0.91	0.81				0.19
Transit	2	0.19	13.0729			0.01145	Mass	0.196	1.74	5367	0.91	0.81				0.19
Transit	2	-0.112	9.694928					0.189		5895		0.94	4.51			-0.112
Transit	2	-0.112	15.38231					0.193		5895		0.94	4.51			-0.112
Transit	2	0.415	5.923653					0.139		4713		0.72	4.61			0.415
Transit	2	0.415	105.356383					0.224		4713		0.72	4.61			0.415
Transit	2	-0.057	9.176092					0.152		5905	1.06	1.19	4.31			-0.057
Transit	2	-0.057	19.738286					0.128		5905	1.06	1.19	4.31			-0.057
Transit	2	0.076	1.772419					0.115		6115	1.23	1.47	4.19			0.076
Transit	2	0.076	19.747412					0.281		6115	1.23	1.47	4.19			0.076
Transit	2	-0.112	14.970418					0.226		5727	0.9	1.54	4.13			-0.112
Transit	2	-0.112	32.273273					0.229		5727	0.9	1.54	4.13			-0.112
Transit	2	0.157	2.461069					0.074		5378	1.02	0.95	4.46			0.157
Transit	2	0.157	5.960392					0.259		5378	1.02	0.95	4.46			0.157
Transit	2	-0.403	96.101141					0.336		5796	0.78	1.04	4.38			-0.403
Transit	2	-0.403	265.469335					0.37		5796	0.78	1.04	4.38			-0.403
Transit	2	-0.48	2.240508					0.095		4204	0.53	0.52	4.74			-0.48
Transit	2	-0.48	6.827766					0.103		4204	0.53	0.52	4.74			-0.48
Transit	2	0.258	5.524242					0.186		5497	0.95	0.94	4.49			0.258
Transit	2	0.258	8.77501					0.153		5497	0.95	0.94	4.49			0.258
Transit	2	0.145	4.662715					0.42		5746	1.05	1.19	4.33			0.145
Transit	2	0.145	11.815007					0.328		5746	1.05	1.19	4.33			0.145
Transit	2	-0.244	8.371554					0.102		6435		1.11	4.42			-0.244
Transit	2	-0.244	17.934937					0.122		6435		1.11	4.42			-0.244
Transit	2	-0.06	1.653888					0.09		5388	0.91	0.89	4.5			-0.06
Transit	2	-0.06	4.337234					0.149		5388	0.91	0.89	4.5			-0.06
Transit	2	-0.078	1.678327					0.128		5987	1.09	1.18	4.31			-0.078
Transit	2	-0.078	3.553822					0.145		5987	1.09	1.18	4.31			-0.078
Transit	2	-0.009	4.385315					0.102		5194	0.86	0.84	4.53			-0.009
Transit	2	-0.009	51.805612					0.281		5194	0.86	0.84	4.53			-0.009
Transit	2	0.09	34.921			0.09	Mass	0.205		5914	1.15	1.06	4.44			0.09
Transit	2	0.09	71.312			0.124	Mass	0.482		5914	1.15	1.06	4.44			0.09
Transit	2	-0.572	7.416397					0.125		4257	0.53	0.52	4.74			-0.572
Transit	2	-0.572	18.684737					0.172		4257	0.53	0.52	4.74			-0.572
Transit	2	-0.097	8.25978					0.12		5117	0.78	0.72	4.64			-0.097
Transit	2	-0.097	15.955387					0.174		5117	0.78	0.72	4.64			-0.097
Transit	2	-0.472	12.551158					0.118		4259	0.54	0.53	4.73			-0.472
Transit	2	-0.472	24.08821					0.099		4259	0.54	0.53	4.73			-0.472
Transit	2	-0.106	6.562331					0.302		5877	0.99	1.85	4.02			-0.106
Transit	2	-0.106	67.844469					0.274		5877	0.99	1.85	4.02			-0.106
Transit	2	-0.131	3.292781					0.137		5684	0.96	1.76	4			-0.131
Transit	2	-0.131	9.693201					0.183		5684	0.96	1.76	4			-0.131
Transit	2	-0.094	14.844387					0.226		6620	2.11	1.85	4.06			-0.094
Transit	2	-0.094	22.824669					0.301		6620	2.11	1.85	4.06			-0.094
Transit	2	-0.138	8.96855					0.215		5807	1.04	1.43	4.18			-0.138
Transit	2	-0.138	23.22182					0.18		5807	1.04	1.43	4.18			-0.138
Transit	2	-0.097	21.963945					0.233		5774	0.9	0.98	4.45			-0.097
Transit	2	-0.097	125.596809					0.263		5774	0.9	0.98	4.45			-0.097
Transit	2	-0.266	7.415563					0.066		4504	0.59	0.62	4.68			-0.266
Transit	2	-0.266	9.387427					0.107		4504	0.59	0.62	4.68			-0.266
Transit	2	-0.031	6.511127					0.237		6033	0.97	1.02	4.46			-0.031
Transit	2	-0.031	23.851549					0.274		6033	0.97	1.02	4.46			-0.031
Transit	2	-0.068	12.79836					0.176		6088	1.04	1	4.47			-0.068
Transit	2	-0.068	27.320871					0.156		6088	1.04	1	4.47			-0.068
Transit	2	-0.039	7.05677					0.136		6177	1.15	1.36	4.24			-0.039
Transit	2	-0.039	17.265427					0.119		6177	1.15	1.36	4.24			-0.039
Transit	2	-0.091	5.929778					0.17		5956	0.97	0.93	4.52			-0.091
Transit	2	-0.091	12.247629					0.175		5956	0.97	0.93	4.52			-0.091
Transit	2	-0.175	10.05537					0.077		5212	0.79	0.78	4.57			-0.175
Transit	2	-0.175	16.332995					0.111		5212	0.79	0.78	4.57			-0.175
Transit	2	-0.194	5.795278					0.079		3903	0.54	0.5	4.75			-0.194
Transit	2	-0.194	8.410894					0.123		3903	0.54	0.5	4.75			-0.194
Transit	2	-0.051	11.03189					0.13		6184	1.05	1.07	4.44			-0.051
Transit	2	-0.051	25.762294					0.242		6184	1.05	1.07	4.44			-0.051
Transit	2	-0.325	4.612696					0.14		6133	0.97	1.33	4.26			-0.325
