pl_pnum	pl_bmassj	st_teff	st_mass	st_rad	st_metfe	B_V	nuts	st_metfe		multiP
2	9.836	4781	0.81	0.76	0.34		4781	0.34	2	0.34
4	0.451	5600	1.07		0.35	0.73	5600	0.35	4	0.35
4	1.33	5600	1.07		0.35	0.73	5600	0.35	4	0.35
4	1.18	5600	1.07		0.35	0.73	5600	0.35	4	0.35
4	0.66	5600	1.07		0.35	0.73	5600	0.35	4	0.35
4	1.21	5576	1.11	1.16	0.36	0.735	5576	0.36	4	0.36
4	1.57	5576	1.11	1.16	0.36	0.735	5576	0.36	4	0.36
4	0.05286	5576	1.11	1.16	0.36	0.735	5576	0.36	4	0.36
4	0.02863	5576	1.11	1.16	0.36	0.735	5576	0.36	4	0.36
2	2.176	5748	1.02	1.11	0.36	0.731	5748	0.36	2	0.36
2	1.812	5748	1.02	1.11	0.36	0.731	5748	0.36	2	0.36
2	1.39	5646	1.02		0.37	0.74	5646	0.37	2	0.37
2	2.6	5646	1.02		0.37	0.74	5646	0.37	2	0.37
2	17.4	5765	1.15		0.37	0.714	5765	0.37	2	0.37
2	2.44	5765	1.15		0.37	0.714	5765	0.37	2	0.37
2	0.259	5399	0.98	1.02	0.39	0.841	5399	0.39	2	0.39
2	1.37	5399	0.98	1.02	0.39	0.841	5399	0.39	2	0.39
3	6	5309	0.9	0.79	0.41		5309	0.41	3	0.41
3	0.376	5309	0.9	0.79	0.41		5309	0.41	3	0.41
3		5309	0.9	0.79	0.41		5309	0.41	3	0.41
2	9.11	5400	0.65	0.59	0.41		5400	0.41	2	0.41
2	13.8	5400	0.65	0.59	0.41		5400	0.41	2	0.41
2	0.851	5653	1.22	1.56	0.41		5653	0.41	2	0.41
2	14.28	5653	1.22	1.56	0.41		5653	0.41	2	0.41
2		4713		0.72	0.415		4713	0.415	2	0.415
2		4713		0.72	0.415		4713	0.415	2	0.415
2		4942	0.8	0.92	0.415		4942	0.415	2	0.415
2		4942	0.8	0.92	0.415		4942	0.415	2	0.415
2		5743	1.12	1.21	0.42	0.94	5743	0.42	2	0.42
2		5743	1.12	1.21	0.42	0.94	5743	0.42	2	0.42
2		4991		2.94	0.422		4991	0.422	2	0.422
2		4991		2.94	0.422		4991	0.422	2	0.422
2	1.03	5460	1.01	0.94	0.44		5460	0.44	2	0.44
2	6.97	5460	1.01	0.94	0.44		5460	0.44	2	0.44
2	1.82	5702	1.13		0.453	0.758	5702	0.453	2	0.453
2	2.17	5702	1.13		0.453	0.758	5702	0.453	2	0.453
3		5526	1.29	0.9	0.487		5526	0.487	3	0.487
3		5526	1.29	0.9	0.487		5526	0.487	3	0.487
3		5526	1.29	0.9	0.487		5526	0.487	3	0.487
2	0.839	5697	1.48		0.51	0.78	5697	0.51	2	0.51
2	13.38	5697	1.48		0.51	0.78	5697	0.51	2	0.51
4		4731	0.8	0.69	0.523		4731	0.523	4	0.523
4		4731	0.8	0.69	0.523		4731	0.523	4	0.523
4		4731	0.8	0.69	0.523		4731	0.523	4	0.523
4		4731	0.8	0.69	0.523		4731	0.523	4	0.523
2		4910	1	0.79	0.538		4910	0.538	2	0.538
2		4910	1	0.79	0.538		4910	0.538	2	0.538
2	1.49	4949	1.47	2.62	0.545	1.091	4949	0.545	2	0.545
2	0.15	4949	1.47	2.62	0.545	1.091	4949	0.545	2	0.545
2		4661	0.96	0.67	0.553		4661	0.553	2	0.553
2		4661	0.96	0.67	0.553		4661	0.553	2	0.553
1	2		1.75		-0.027	0.28	0	-0.027		
1	11.3		0.33		0.1	1.75	0	0.1		
1	1.6		0.99		0.25	0.756	0	0.25		
1	0.0696		1.2		0.06	0.653	0	0.06		
1	2.7		0.8		-0.18	1.39	0	-0.18		
1	7.8		1.1		0.19	0.751	0	0.19		
1	1.82		1.15		0.21	0.66	0	0.21		
1	0.65		0.9		0.23	0.847	0	0.23		
1	1.5		1.13		0.34	0.707	0	0.34		
1	1.5		1.21	1.22	0.257	0.664	0	0.257		
1	30		1.3		0.02	0.46	0	0.02		
1	19.8		3.9		-0.12		0	-0.12		
1	1.55		0.83		-0.13	2	0	-0.13		
1	0.02092	3131	0.15	0.19	-0.24		3131	-0.24		
1	0.0197	3170	0.16	0.18	0		3170	0		
1		3180	0.29	0.29	0.15	1.879	3180	0.15		
1		3208	0.28	0.3	0.48		3208	0.48		
1		3214	0.26	0.29	0.26	1.815	3214	0.26		
1		3240	0.22	0.25	-0.15		3240	-0.15		
1		3299	0.24	0.26	0.04		3299	0.04		
1	0.82	3370	0.36	0.38	0.3	1.52	3370	0.3		
1		3390	0.3	0.31	-0.25		3390	-0.25		
1		3410	0.33	0.33	-0.11		3410	-0.11		
1		3468	0.35	0.34	-0.13		3468	-0.13		
1	0.03458	3471	0.36	0.4	0.11		3471	0.11		
1	0.00887	3499	0.3	0.31	-0.38	1.6	3499	-0.38		
1		3503	0.41	0.39	0.09	1.509	3503	0.09		
1	2.5	3510	0.42		0.36	1.5	3510	0.36		
1		3519	0.33	0.33	-0.31		3519	-0.31		
1	0.0208	3526	0.47	0.44	-0.09		3526	-0.09		
1	0.022	3550	0.28	0.29	-0.89	1.57	3550	-0.89		
1		3556	0.34	0.33	-0.39		3556	-0.39		
1	0.017	3567	0.38	0.39	-0.32	1.48	3567	-0.32		
1		3578	0.46	0.43	-0.03		3578	-0.03		
1	0.018	3600	0.48		-0.22	1.513	3600	-0.22		
1	0.035	3600	0.35		-0.28	1.57	3600	-0.28		
1		3636	0.5	0.47	0.06		3636	0.06		
1	0.043	3652	0.51	0.48	0.18		3652	0.18		
1		3655	0.56	0.54	0.44		3655	0.44		
1		3658	0.35	0.34	-0.59		3658	-0.59		
1		3660	0.51	0.48	0.14		3660	0.14		
1	0.026	3679	0.45	0.45	0.15	1.53	3679	0.15		
1	0.01686	3685	0.52	0.5	-0.08	1.47	3685	-0.08		
1		3687	0.52	0.5	0.07		3687	0.07		
1	0.328	3700	0.54		0.08	1.5	3700	0.08		
1		3701	0.51	0.49	-0.02		3701	-0.02		
1		3712	0.51	0.48	-0.07		3712	-0.07		
1		3713	0.52	0.5	-0.16		3713	-0.16		
1		3715	0.53	0.5	0.04		3715	0.04		
1		3722	0.53	0.51	0.07		3722	0.07		
1	0.319	3724	0.57	0.57	0.2	1.504	3724	0.2		
1		3724	0.55	0.52	0.17		3724	0.17		
1		3748	0.54	0.52	0.16		3748	0.16		
1		3753	0.52	0.49	-0.09		3753	-0.09		
1		3768	0.55	0.53	0.11		3768	0.11		
1		3784	0.54	0.51	-0.06		3784	-0.06		
1		3785	0.56	0.52	-0.13	1.44	3785	-0.13		
1		3789	0.47	0.45	-0.37	1.426	3789	-0.37		
1		3804	0.46	0.44	-0.43		3804	-0.43		
1		3813	0.51	0.48	-0.24		3813	-0.24		
1	0.505	3820	0.59	0.55	0.28		3820	0.28		
1	1.4	3830	0.6	0.57	0.03	1.445	3830	0.03		
1		3843	0.57	0.54	0.03		3843	0.03		
1		3864	0.51	0.49	-0.33		3864	-0.33		
1		3880	0.61	0.59	0.14	1.452	3880	0.14		
1	2.3	3900	0.69		0	1.38	3900	0		
1		3931	0.55	0.53	-0.19		3931	-0.19		
1		3934	0.56	0.54	-0.13		3934	-0.13		
1	11.1	3935	1.2	49.7	-0.25		3935	-0.25		
1		3959	0.56	0.54	-0.17		3959	-0.17		
1		3964	0.55	0.53	-0.25		3964	-0.25		
1		4002	0.6	0.57	-0.06		4002	-0.06		
1		4005	0.55	0.53	-0.32		4005	-0.32		
1		4017	0.64	0.62	0.03		4017	0.03		
1		4027	0.59	0.57	-0.12		4027	-0.12		
1	9.9	4035	1.6	51.1	-0.09		4035	-0.09		
1		4043	0.58	0.56	-0.17		4043	-0.17		
1	9.4	4052.5	1	38	-0.49	1.513	4052.5	-0.49		
1	6.47	4055	1.13	45.1	-0.27	1.52	4055	-0.27		
1		4070	0.62	0.6	-0.02		4070	-0.02		
1		4075	0.62	0.6	-0.02		4075	-0.02		
1		4092	0.63	0.6	0.01		4092	0.01		
1	7.8	4092.1	1.7	47.2	-0.29	1.48	4092.1	-0.29		
1	6.4	4095	1.14	32.35	-0.71	1.27	4095	-0.71		
1		4103	0.63	0.6	-0.04		4103	-0.04		
1		4105	0.64	0.61	0.01		4105	0.01		
1		4106	0.62	0.6	-0.06		4106	-0.06		
1	6.1	4126	1.4	38.3	-0.27	1.47	4126	-0.27		
1		4128	0.59	0.57	-0.24		4128	-0.24		
1		4134	0.57	0.56	-0.3		4134	-0.3		
1	0.538	4143	0.58	0.59	-0.13		4143	-0.13		
1	4	4152	0.91	35	-0.24	1.517	4152	-0.24		
1		4184	0.59	0.57	-0.3		4184	-0.3		
1		4188	0.6	0.59	-0.22		4188	-0.22		
1		4192	0.6	0.57	-0.27		4192	-0.27		
1		4197	0.63	0.6	-0.12	1.322	4197	-0.12		
1	3.88	4200	0.98	22.03	-0.46	1.19	4200	-0.46		
1		4201	0.64	0.61	-0.09		4201	-0.09		
1	5.01	4218	1.2	20	-0.18	2.675	4218	-0.18		
1		4223	0.65	0.62	-0.06		4223	-0.06		
1		4231	0.64	0.62	-0.09		4231	-0.09		
1		4248	0.65	0.62	-0.09		4248	-0.09		
1		4253	0.59	0.57	-0.35		4253	-0.35		
1	1.54	4284	1.35	21.8	-0.02	1.634	4284	-0.02		
1		4286	0.65	0.63	-0.09		4286	-0.09		
1	4.2	4296	0.8	17.3	-0.46	1.358	4296	-0.46		
1	5.21	4297	0.82		-0.18		4297	-0.18		
1		4298	0.67	0.64	-0.06		4298	-0.06		
1		4299	0.71	0.68	0.28		4299	0.28		
1	10.78	4300	0.97	16.21	-0.07	1.52	4300	-0.07		
1		4306	0.66	0.63	-0.1		4306	-0.1		
1	6.5	4312.5	0.9	27.3	-0.74	1.216	4312.5	-0.74		
1		4315	0.65	0.61	-0.16		4315	-0.16		
1		4320	0.71	0.66	0.15	1.3	4320	0.15		
1	6	4323	1.1	21.4	-0.323	1.25	4323	-0.323		
1		4339	0.64	0.62	-0.18		4339	-0.18		
1	10.5	4340	1.8	24.08	0.04	1.369	4340	0.04		
1		4340	0.57	0.55	-0.57		4340	-0.57		
1		4346	0.68	0.65	-0.03		4346	-0.03		
1	5.3	4361	1.69	32	-0.26	1.682	4361	-0.26		
1		4372	0.73	0.67	0.2		4372	0.2		
1	20.6	4388	2.3	26.8	0.14	1.26	4388	0.14		
1	0.76	4390	0.65	0.62	-0.127		4390	-0.127		
1		4392	0.64	0.61	-0.25		4392	-0.25		
1	6.1	4393	1.09	16.7	-0.32	1.354	4393	-0.32		
1	2.31	4400	0.69	0.59	-0.03		4400	-0.03		
1		4402	0.61	0.6	-0.37		4402	-0.37		
1	6.7	4406	1.7	21	-0.094	1.23	4406	-0.094		
1		4407	0.7	0.67	0.03		4407	0.03		
1	6.37	4410	0.63	0.71	0.3		4410	0.3		
1	0.91	4414	0.74	11	-0.2		4414	-0.2		
1	7.1	4415	1.23	18.11	-0.25	1.17	4415	-0.25		
1		4422	0.7	0.67	-0.02		4422	-0.02		
1	7.32	4424	0.91	22.39	0.69	1.18	4424	0.69		
1	0.12	4430	0.69	0.66	0.02	3.145	4430	0.02		
1		4433	0.7	0.67	0.01		4433	0.01		
1		4434	0.71	0.67	0.05		4434	0.05		
1		4435	0.67	0.63	-0.17		4435	-0.17		
1		4439	0.7	0.67	-0.03		4439	-0.03		
1	11.09	4445	2.17	20.9	0.19	1.24	4445	0.19		
1		4445	0.71	0.68	0.06		4445	0.06		
1	0.333	4450	0.69	0.65	-0.3		4450	-0.3		
1	0.53	4475	0.57	0.52	-0.48	1.22	4475	-0.48		
1		4483	0.7	0.67	-0.05		4483	-0.05		
1		4500	0.72	0.69	0.02		4500	0.02		
1	0.917	4503	0.73	0.66	0.13	1.415	4503	0.13		
1		4508	0.72	0.69	0.05		4508	0.05		
1		4511	0.7	0.67	-0.08		4511	-0.08		
1		4512	0.72	0.68	0.03		4512	0.03		
1		4521	0.72	0.68	-0.02		4521	-0.02		
1		4523	0.7	0.67	-0.09		4523	-0.09		
1		4524	0.71	0.68	-0.02		4524	-0.02		
1		4529	0.74	0.69	0.1		4529	0.1		
1	8.82	4530	1.05		0.29	1.16	4530	0.29		
1	2.4	4538.2	1.5	11.4	0.36	1.22	4538.2	0.36		
1		4540	0.74	0.69	0.1		4540	0.1		
1	0.81	4550	1.31	6.3	0.11		4550	0.11		
1		4551	0.71	0.68	0		4551	0		
1		4554	0.7	0.66	-0.13		4554	-0.13		
1	3.04	4580	1.13	10.22	-0.15	1.109	4580	-0.15		
1		4584	0.75	0.7	0.11		4584	0.11		
1		4587	0.73	0.7	0.03		4587	0.03		
1	7.246	4595	0.76	0.69	0.35		4595	0.35		
1		4597	0.75	0.7	0.11		4597	0.11		
1		4598	0.73	0.7	-0.01		4598	-0.01		
1		4601	0.73	0.69	-0.01		4601	-0.01		
1		4611	0.73	0.69	-0.03		4611	-0.03		
1		4612	0.74	0.7	0.04		4612	0.04		
1		4630	0.71	0.69	-0.1		4630	-0.1		
1	1.47	4639	1.36	12.5	-0.17	1.19	4639	-0.17		
1		4642	0.76	0.71	0.07		4642	0.07		
1		4644	0.73	0.69	-0.06		4644	-0.06		
1	2.494	4645	0.74	0.78	0.02	1.165	4645	0.02		
1		4647	0.77	0.71	0.16		4647	0.16		
1	1.061	4649	1.08	8.95	-0.22	1.05	4649	-0.22		
1	0.211	4650	0.73	0.7	-0.29		4650	-0.29		
1	4.6	4650	2.3		0.22	1.267	4650	0.22		
1	0.863	4650	0.72	0.61	-0.15		4650	-0.15		
1		4651	0.75	0.7	0.01		4651	0.01		
1		4653	0.76	0.71	0.05		4653	0.05		
1		4655	0.73	0.69	-0.07		4655	-0.07		
1	6.92	4658	1.9	13.2	0.15	1.126	4658	0.15		
1		4662	0.79	0.72	0.19		4662	0.19		
1	3.2	4665	1.4	11	-0.03	1.11	4665	-0.03		
1	5.5	4670	1.17	7.83	-0.15	1.08	4670	-0.15		
1		4671	0.7	0.67	-0.19		4671	-0.19		
1		4673	0.77	0.72	0.12		4673	0.12		
1		4677	0.76	0.71	0.04		4677	0.04		
1		4679	0.76	0.71	0.05		4679	0.05		
1	2.7	4683	2	13.5	-0.22	1.057	4683	-0.22		
1		4687	0.63	0.61	-0.52		4687	-0.52		
1		4692	0.74	0.7	-0.06		4692	-0.06		
1		4695	0.77	0.71	0.14	1.118	4695	0.14		
1	9.76	4700	1.35	11.47	-0.13	1.196	4700	-0.13		
1	0.211	4700	0.82	0.78	-0.2		4700	-0.2		
1		4700	0.73	0.7	-0.11		4700	-0.11		
1		4708	0.78	0.72	0.06		4708	0.06		
1		4709	0.78	0.72	0.11		4709	0.11		
1		4712	0.77	0.72	0.06		4712	0.06		
1	5.1	4714	0.74	0.69	-0.03	1.165	4714	-0.03		
1	0.011	4715	0.69		-0.33	1.156	4715	-0.33		
1	0.26	4715	0.83	0.81	0.144	1.06	4715	0.144		
1		4723	0.74	0.71	-0.01		4723	-0.01		
1		4726	0.75	0.71	-0.06		4726	-0.06		
1		4730	0.76	0.72	-0.02		4730	-0.02		
1		4736	0.66	0.63	-0.46		4736	-0.46		
1		4739	0.77	0.71	-0.02		4739	-0.02		
1	19.4	4742	2.7	19	-0.35	1.01	4742	-0.35		
1		4747	0.75	0.72	-0.04		4747	-0.04		
1		4751	0.75	0.71	-0.07		4751	-0.07		
1	2.7	4753	2.1	13	-0.359	0.996	4753	-0.359		
1		4754	0.76	0.72	0.01		4754	0.01		
1		4755	0.77	0.72	0.02		4755	0.02		
1	2.9	4757	1.9	9.9	-0.14	1.042	4757	-0.14		
1		4758	0.78	0.72	0.01		4758	0.01		
1		4770	0.77	0.72	0		4770	0		
1	1.7	4770	2.17	12.3	-0.24	1.02	4770	-0.24		
1	0.41	4775	0.8	0.74	0.22		4775	0.22		
1		4776	0.78	0.73	0.05		4776	0.05		
1		4776	0.76	0.72	-0.06		4776	-0.06		
1		4779	0.75	0.71	-0.07		4779	-0.07		
1	0.081	4780	0.81	0.75	0.31	1.186	4780	0.31		
1	8.2	4780	2.1		0.31	1.19	4780	0.31		
1	2.8	4780	2.2	12	-0.205	1.05	4780	-0.205		
1		4781	0.73	0.7	-0.16		4781	-0.16		
1	0.019	4782	0.79	0.73	0.18		4782	0.18		
1	5.3	4785	2.4	11	-0.06	1.02	4785	-0.06		
1	2	4788	1.47	5.06	0.15	1	4788	0.15		
1	1.1	4790	1.16	4.2	0.42	1.159	4790	0.42		
1	6.575	4791	1.5	10.9	-0.36		4791	-0.36		
1	2.46	4792	1.52	2.3	0.21	1.05	4792	0.21		
1	1.99	4795	0.78	0.79	0.04	1.037	4795	0.04		
1	1.11	4796	1.1	14.7	0.28	1.075	4796	0.28		
1		4796	0.77	0.72	-0.03		4796	-0.03		
1	0.197	4803	0.77	0.75	0.1		4803	0.1		
1	2.74	4803	0.76	0.69	0		4803	0		
1	1.24	4804	0.68		-0.08	0.98	4804	-0.08		
1	3.6	4805	1.66	8.8	0.04	1.09	4805	0.04		
1	1.56	4806	1.07	4.1	0.05	1.03	4806	0.05		
1	4.8	4813	2.2	11	-0.24	1.02	4813	-0.24		
1	7.8	4815	2.4	12.4	-0.1	1.025	4815	-0.1		
1		4815	0.75	0.72	-0.1		4815	-0.1		
1		4817	0.8	0.74	0.1		4817	0.1		
1		4819	0.8	0.73	0.14	1.013	4819	0.14		
1	0.21	4820	0.85	0.86	0.38	1.013	4820	0.38		
1	1	4820	1	2.9	-0.04	1.002	4820	-0.04		
1		4828	0.78	0.74	0.01		4828	0.01		
1		4828	0.78	0.73	0.01		4828	0.01		
1	5.9	4830	1.95	6.3	0.3	1.04	4830	0.3		
1	14.4	4830	0.75		0.01	0.964	4830	0.01		
1	5.78	4830	1.01	9.09	-0.5	0.94	4830	-0.5		
1	9.18	4830	1.54		-0.31	1.034	4830	-0.31		
1		4830	0.78	0.73	-0.01		4830	-0.01		
1		4834	0.77	0.73	-0.01		4834	-0.01		
1	2.9	4835.8	1.2	9.2	-0.57	0.904	4835.8	-0.57		
1		4836	0.78	0.73	-0.01		4836	-0.01		
1		4838	0.81	0.74	0.09		4838	0.09		
1		4839	0.76	0.72	-0.09		4839	-0.09		
1	0.398	4840	0.84	1.05	0.06	1.006	4840	0.06		
1	0.49	4840	1.08	3.85	-0.01	1.037	4840	-0.01		
1		4841	0.77	0.73	-0.04		4841	-0.04		
1	1.6	4844	2.54	12.02	0	1.038	4844	0		
1	3	4846	2.49	10.5	0	1.02	4846	0		
1	1.56	4846	1.23		0.42	1.08	4846	0.42		
1	1.5	4847.4	1.8	9.9	-0.03	0.985	4847.4	-0.03		
1		4848	0.78	0.73	-0.02		4848	-0.02		
1	2.4	4850	1.74	5.77	0.2	1.05	4850	0.2		
1		4850	0.76	0.73	-0.08		4850	-0.08		
1		4857	0.8	0.74	0.06		4857	0.06		
1	1.4	4860	1.25	4.98	0.21	1.01	4860	0.21		
1	1.7	4861	2.4	9.3	0.15	1.01	4861	0.15		
1		4861	0.8	0.75	0.07		4861	0.07		
1		4861	0.81	0.75	0.09		4861	0.09		
1		4862	0.78	0.74	0		4862	0		
1		4865	0.81	0.75	0.11		4865	0.11		
1		4868	0.79	0.74	-0.01		4868	-0.01		
1		4870	0.79	0.74	0.01		4870	0.01		
1		4870	0.8	0.75	0.04		4870	0.04		
1		4870	0.79	0.74	0.02		4870	0.02		
1		4871	0.75	0.72	-0.13		4871	-0.13		
1	2.2	4874	1.56	6.1	0.14	1.032	4874	0.14		
1	0.89	4875	0.65	0.85	0.17	1.017	4875	0.17		
1		4875	0.85	0.81	-0.03	0.93	4875	-0.03		
1		4877	0.8	0.75	0.07		4877	0.07		
1	1.9	4878	1.69	5.2	0.23	1.04	4878	0.23		
1		4881	0.76	0.72	-0.1		4881	-0.1		
1		4886	0.81	0.74	0.02		4886	0.02		
1	4.5	4892	2.39	9.12	0.09	1.017	4892	0.09		
1		4893	0.78	0.75	-0.03		4893	-0.03		
1		4895	0.77	0.74	-0.05		4895	-0.05		
1	1.8	4897	1.65	4.8	0.28	1.04	4897	0.28		
1		4897	0.79	0.74	-0.03		4897	-0.03		
1		4897	0.8	0.75	0.07		4897	0.07		
1		4903	0.77	0.74	-0.07		4903	-0.07		
1		4904	0.78	0.74	-0.04		4904	-0.04		
1		4906	0.75	0.72	-0.15		4906	-0.15		
1	7.6	4907	1.91	8.7	-0.02	0.99	4907	-0.02		
1	5.9	4908	1.9	10.1	-0.26	1.02	4908	-0.26		
1		4908	0.8	0.75	0.04		4908	0.04		
1		4908	1	2.52	0.13		4908	0.13		
1	0.12522	4912	1.19	2.93	0.43	1.32	4912	0.43		
1		4913	0.79	0.74	-0.03		4913	-0.03		
1		4913	0.79	0.75	0.01		4913	0.01		
1	22	4917	2.6	9.2	0.2	1.019	4917	0.2		
1	1.15	4917	1.41	3.3	0.25	0.99	4917	0.25		
1		4919	0.78	0.74	-0.06		4919	-0.06		
1		4919	0.79	0.74	-0.04		4919	-0.04		
1	1.34	4920	0.84	0.86	0.19		4920	0.19		
1		4926	0.79	0.75	-0.04		4926	-0.04		
1	2.2	4927	1.61	4.3	0.25	1.04	4927	0.25		
1	0.079	4929	0.85	0.78	0.3	1	4929	0.3		
1	1.4	4932	1.72	5.4	0.14	1	4932	0.14		
1		4939	0.79	0.75	-0.02		4939	-0.02		
1		4940	0.76	0.73	-0.16		4940	-0.16		
1		4940	0.83	0.77	0.15		4940	0.15		
1	1.6	4943	1.52	7.6	-0.19	0.05	4943	-0.19		
1	1.7	4943	1.5	4.5	0	0.94	4943	0		
1		4944	0.8	0.74	-0.04		4944	-0.04		
1	1.98	4945	2.42	11.6	0.03	1.02	4945	0.03		
1		4945	0.79	0.75	-0.05		4945	-0.05		
1	2.3	4946	2.1	8.31	0.07	1	4946	0.07		
1		4948	0.79	0.75	-0.02		4948	-0.02		
1	2.1	4951	1.58	4.6	0.18	1.009	4951	0.18		
1		4951	0.8	0.75	-0.02		4951	-0.02		
1	2.132	4953	0.84	0.8	0.22		4953	0.22		
1	16.35	4953	0.84	0.8	0.22		4953	0.22		
1		4954	0.81	0.76	0.04		4954	0.04		
1	2.6	4956	1.85	5.6	0.2	0.99	4956	0.2		
1	2.6	4960	1.69	5.03	0.08	1.025	4960	0.08		
1		4961	0.8	0.76	-0.01		4961	-0.01		
1		4963	0.81	0.75	-0.01		4963	-0.01		
1		4965	0.74	0.71	-0.25		4965	-0.25		
1		4967	0.8	0.76	0.01		4967	0.01		
1	0.186	4969	0.79		-0.06	0.99	4969	-0.06		
1	6.54	4970	1.91	10.09	-0.21	0.931	4970	-0.21		
1	1.9	4970	0.8	0.76	0.29	1.071	4970	0.29		
1		4971	0.79	0.75	-0.05		4971	-0.05		
1		4972	1.11	3.39	-0.04		4972	-0.04		
1		4976	0.81	0.76	0.02		4976	0.02		
1	2.21	4978	1.7	5.2	-0.13	0.94	4978	-0.13		
1	10.3	4979	2.3	8.5	-0.052	0.924	4979	-0.052		
1	1.8	4982	1.35	4.2	-0.06	0.961	4982	-0.06		
1		4983	0.8	0.76	-0.01		4983	-0.01		
1		4984	0.78	0.73	-0.14		4984	-0.14		
1	11.1	4985	2.41	8.69	0.15	0.99	4985	0.15		
1	0.292	4990	0.84	0.82	0.23		4990	0.23		
1		4990	0.8	0.75	-0.05		4990	-0.05		
1		4990	0.82	0.76	0.02		4990	0.02		
1	1.8	4992	1.3	4.5	-0.02	0.96	4992	-0.02		
1		4992	0.75	0.72	-0.24		4992	-0.24		
1	0.37	4995	0.7		0.15	0.945	4995	0.15		
1		4995	0.81	0.77	0.02		4995	0.02		
1	0.733	4996	0.81	0.73	0.054	0.938	4996	0.054		
1		4996	0.85	0.78	0.16		4996	0.16		
1	6	5000	2.5	8.93	0.16	1	5000	0.16		
1	0.46	5000	0.87	0.79	0.03		5000	0.03		
1	1.12	5000	0.82	0.75	0.2		5000	0.2		
1		5001	0.8	0.76	-0.03		5001	-0.03		
1		5001	0.81	0.77	0.01		5001	0.01		
1	1.2	5002	1.58	4.9	0.05	0.949	5002	0.05		
1		5006	0.82	0.77	0.03		5006	0.03		
1	1.47	5008	0.86	0.95	0.1	0.997	5008	0.1		
1		5009	0.86	0.79	0.21		5009	0.21		
1		5009	0.79	0.75	-0.11		5009	-0.11		
1	2.54	5010	0.7		-0.09	0.887	5010	-0.09		
1	0.05254	5010	0.74	0.71	-0.34	0.919	5010	-0.34		
1	1.294	5013	0.84	0.8	0.171	0.9	5013	0.171		
1		5014	0.82	0.76	0		5014	0		
1	0.62	5017	0.79	0.73	-0.02	0.95	5017	-0.02		
1	0.62	5017	0.7		0.08	0.898	5017	0.08		
1	20	5020	1.93	5.34	0.29	1	5020	0.29		
1		5020	0.81	0.77	-0.02		5020	-0.02		
1		5021	0.8	0.76	-0.04		5021	-0.04		
1	13.65	5027	0.75		-0.37	0.861	5027	-0.37		
1	1.85	5027	0.83	0.83	0.41	1.07	5027	0.41		
1		5028	1.25	3.42	-0.03		5028	-0.03		
1	1.6	5030	1.52	4.1	0.04	0.934	5030	0.04		
1		5030	0.82	0.77	0.01		5030	0.01		
1	2.1	5034	1.56		0.11	0.93	5034	0.11		
1	2.3	5035	1.72	4.9	0.14	0.966	5035	0.14		
1		5039	0.81	0.77	-0.02		5039	-0.02		
1	2.9	5040	1.89	5.12	0.2	1.02	5040	0.2		
1	1.103	5041	1.23	2.39	0.232	0.962	5041	0.232		
1		5042	0.81	0.76	-0.05		5042	-0.05		
1		5044	0.8	0.76	-0.07		5044	-0.07		
1		5044	0.83	0.78	0.04		5044	0.04		
1		5044	0.81	0.77	-0.03		5044	-0.03		
1		5046	0.82	0.77	0.02		5046	0.02		
1		5047	1.28	3.38	-0.02		5047	-0.02		
1		5047	0.82	0.78	0.01		5047	0.01		
1	2.7	5048	1.6	4.9	-0.04	0.94	5048	-0.04		
1		5048	0.81	0.77	-0.03		5048	-0.03		
1	3.1	5049	1.61	4.5	0.09	0.92	5049	0.09		
1		5049	0.81	0.77	-0.02		5049	-0.02		
1	1.3	5052	1.48	4.2	0.05	0.95	5052	0.05		
1		5053	0.8	0.77	-0.07		5053	-0.07		
1	0.96	5054	1.68	4.4	0.19	0.973	5054	0.19		
1		5054	0.81	0.77	-0.02		5054	-0.02		
1	0.266	5056	0.74	0.72	-0.19	0.88	5056	-0.19		
1	0.006	5058	0.76	0.74	-0.18		5058	-0.18		
1	0.61	5060	1.65	3.8	-0.07	0.9	5060	-0.07		
1		5060	0.81	0.77	-0.03		5060	-0.03		
1		5063	0.78	0.74	-0.18		5063	-0.18		
1		5064	0.79	0.75	-0.13		5064	-0.13		
1		5066	0.81	0.78	-0.01		5066	-0.01		
1		5066	0.8	0.77	-0.08		5066	-0.08		
1		5069	0.8	0.76	-0.09		5069	-0.09		
1		5069	0.77	0.74	-0.19		5069	-0.19		
1	1.8	5070	0.89	0.9	0.28		5070	0.28		
1	2	5071	1.33	3.4	-0.07	0.937	5071	-0.07		
1		5071	0.8	0.77	-0.08		5071	-0.08		
1		5071	0.83	0.78	0.05		5071	0.05		
1		5074	0.82	0.78	0.01		5074	0.01		
1	2.75	5075	0.89	0.79	0.26		5075	0.26		
1		5075	0.82	0.78	-0.01		5075	-0.01		
1	1.7	5076	1.74	6.2	-0.11	1.01	5076	-0.11		
1		5078	0.81	0.74	-0.14		5078	-0.14		
1	0.059	5079	0.82	0.79	-0.04		5079	-0.04		
1	0.3	5079	0.74		0.17	0.908	5079	0.17		
1		5079	0.81	0.77	-0.08		5079	-0.08		
1	0.22	5080	0.88	0.77	0.3		5080	0.3		
1	0.037	5089	0.78	0.72	-0.16	0.89	5089	-0.16		
1		5096	0.82	0.78	-0.03		5096	-0.03		
1		5097	0.82	0.78	-0.01		5097	-0.01		
1		5099	0.8	0.76	-0.12		5099	-0.12		
