pl_pnum	pl_bmassj	st_teff	st_mass	st_rad	st_metfe	B_V	nuts	st_metfe		multiP
1		5099	0.83	0.78	0		5099	0		
1		5100	0.81	0.78	-0.06		5100	-0.06		
1	1.002	5100	0.9	0.92	0.5		5100	0.5		
1		5101	0.83	0.79	0		5101	0		
1		5102	0.81	0.77	-0.09		5102	-0.09		
1		5105	0.82	0.78	-0.03		5105	-0.03		
1		5106	0.82	0.78	-0.02		5106	-0.02		
1		5107	0.85	0.8	0.07		5107	0.07		
1		5108	0.82	0.78	-0.03		5108	-0.03		
1	1.3	5112	1.06	4.8	-0.31	0.864	5112	-0.31		
1	0.02473	5119	0.75	0.7	-0.3	0.86	5119	-0.3		
1	2.3	5121	1.15	5	-0.21	0.885	5121	-0.21		
1		5121	0.79	0.76	-0.17		5121	-0.17		
1	3.5	5122	0.84	0.79	0.04	0.93	5122	0.04		
1		5123	0.84	0.79	0.03		5123	0.03		
1	3.53	5127	0.81		-0.09	0.857	5127	-0.09		
1		5127	0.83	0.79	-0.02		5127	-0.02		
1		5130	0.85	0.8	0.05		5130	0.05		
1	5.4	5130	1.87	6.26	-0.08	1	5130	-0.08		
1	5.9	5130	0.92	0.88	0.15		5130	0.15		
1	0.818	5131	0.89	0.89	0.28	1.115	5131	0.28		
1		5131	0.72	0.68	-0.46	0.827	5131	-0.46		
1		5131	0.83	0.79	0		5131	0		
1		5132	0.83	0.79	-0.01		5132	-0.01		
1	1.1	5135	0.85		0.21	0.92	5135	0.21		
1		5143	0.81	0.78	-0.1		5143	-0.1		
1		5144	0.83	0.79	-0.01		5144	-0.01		
1	0.9	5148	1.02	4.5	-0.3	0.86	5148	-0.3		
1		5148	0.84	0.79	0		5148	0		
1	0.484	5150	1.01	1.78	0.15		5150	0.15		
1	1.27	5150	0.87	0.8	0.09		5150	0.09		
1	3.91	5151	0.77		-0.268	0.82	5151	-0.268		
1		5153	0.85	0.79	0		5153	0		
1	1.5	5155	0.93	4.8	-0.46	0.9	5155	-0.46		
1		5156	0.85	0.81	0.07		5156	0.07		
1		5157	0.87	0.82	0.13		5157	0.13		
1		5160	0.83	0.79	-0.03		5160	-0.03		
1		5160	0.85	0.79	-0.02		5160	-0.02		
1		5162	0.81	0.78	-0.1		5162	-0.1		
1		5166	0.84	0.8	0.01		5166	0.01		
1	0.25	5170	0.93	0.86	0.24		5170	0.24		
1	1.79	5171	0.9	0.87	0.2		5171	0.2		
1		5176	0.84	0.8	-0.01		5176	-0.01		
1	1.56	5180	0.78		-0.26	0.79	5180	-0.26		
1		5181	0.82	0.79	-0.08		5181	-0.08		
1		5181	0.84	0.8	-0.01		5181	-0.01		
1		5183	0.85	0.79	-0.03		5183	-0.03		
1	0.591	5185	0.92	0.8	0.27	0.671	5185	0.27		
1	0.132	5186	0.76		-0.07	0.846	5186	-0.07		
1		5187	0.82	0.79	-0.1		5187	-0.1		
1		5188	0.85	0.81	0.01		5188	0.01		
1		5188	0.83	0.79	-0.04		5188	-0.04		
1		5191	0.84	0.8	-0.03		5191	-0.03		
1	0.48	5192	0.93		0.16	0.955	5192	0.16		
1		5192	0.87	0.79	0		5192	0		
1		5193	0.82	0.79	-0.11		5193	-0.11		
1		5194	0.87	0.82	0.09		5194	0.09		
1		5196	0.84	0.8	-0.05		5196	-0.05		
1		5196	0.84	0.8	-0.02		5196	-0.02		
1		5198	0.83	0.8	-0.06		5198	-0.06		
1	0.02045	5200	0.84	0.81	0	0.939	5200	0		
1	10.1	5200	0.91	0.89	0.3		5200	0.3		
1	0.915	5200	0.89	0.84	0.1	0.86	5200	0.1		
1		5201	0.84	0.8	-0.06		5201	-0.06		
1		5202	0.85	0.78	-0.07		5202	-0.07		
1		5203	0.84	0.8	-0.02		5203	-0.02		
1		5203	0.85	0.8	-0.02		5203	-0.02		
1		5206	0.83	0.8	-0.07		5206	-0.07		
1		5208	0.84	0.8	-0.05		5208	-0.05		
1		5210	0.85	0.8	-0.03		5210	-0.03		
1		5211	0.82	0.79	-0.11		5211	-0.11		
1		5212	0.84	0.81	-0.03		5212	-0.03		
1		5212	0.83	0.79	-0.1		5212	-0.1		
1		5213	0.84	0.8	-0.03		5213	-0.03		
1		5213	0.86	0.78	-0.06		5213	-0.06		
1		5214	0.86	0.82	0.07		5214	0.07		
1		5215	0.86	0.81	0.01		5215	0.01		
1	6.1	5215	0.9	0.85	0.103		5215	0.103		
1		5216	0.84	0.8	-0.04		5216	-0.04		
1		5217	0.86	0.81	0.03		5217	0.03		
1		5218	0.86	0.82	0.05		5218	0.05		
1	2.4	5220	1.68	3.9	-0.15	0.867	5220	-0.15		
1	0.229	5221	0.88		0.24	0.85	5221	0.24		
1	10.7	5222	1.36	2.53	0.26	0.874	5222	0.26		
1		5222	0.84	0.8	-0.04		5222	-0.04		
1		5226	0.84	0.81	-0.04		5226	-0.04		
1	1.345	5227	0.88	0.9	0.15		5227	0.15		
1		5227	0.87	0.8	0		5227	0		
1	0.752	5230	0.88	0.81	0.02	0.78	5230	0.02		
1		5232	0.87	0.83	0.07		5232	0.07		
1		5235	0.85	0.8	-0.03		5235	-0.03		
1		5236	0.86	0.82	0.04		5236	0.04		
1		5239	0.84	0.8	-0.04		5239	-0.04		
1	0.223	5240	0.86	0.82	0.18	0.894	5240	0.18		
1		5240	0.87	0.79	-0.04		5240	-0.04		
1		5241	0.86	0.81	-0.01		5241	-0.01		
1		5242	0.85	0.81	-0.06		5242	-0.06		
1		5247	0.86	0.81	-0.02		5247	-0.02		
1		5247	0.87	0.83	0.08		5247	0.08		
1	0.09722	5248	0.87	0.89	0.13	0.862	5248	0.13		
1		5248	0.85	0.81	-0.05		5248	-0.05		
1		5252	0.86	0.82	0		5252	0		
1		5253	0.86	0.82	-0.01		5253	-0.01		
1		5254	0.84	0.81	-0.07		5254	-0.07		
1		5256	0.86	0.81	-0.01		5256	-0.01		
1		5259	0.85	0.81	-0.05		5259	-0.05		
1	0.85	5260	0.97	0.9	0.2		5260	0.2		
1		5260	0.89	0.8	0.01		5260	0.01		
1	2.44	5260	0.9	0.87	0.12		5260	0.12		
1		5261	0.84	0.8	-0.09		5261	-0.09		
1		5261	0.84	0.8	-0.09		5261	-0.09		
1		5261	0.85	0.81	-0.06		5261	-0.06		
1		5262	0.84	0.81	-0.1		5262	-0.1		
1		5264	0.86	0.82	0.03		5264	0.03		
1		5267	0.89	0.84	0.12		5267	0.12		
1		5268	0.86	0.82	0.01		5268	0.01		
1		5268	0.85	0.81	-0.07		5268	-0.07		
1	0.502	5272	0.93		0.315	0.87	5272	0.315		
1		5279	0.84	0.81	-0.09		5279	-0.09		
1		5279	0.86	0.81	-0.06		5279	-0.06		
1	1.774	5280	0.91	0.78	0.08	0.831	5280	0.08		
1		5280	0.86	0.82	-0.01		5280	-0.01		
1		5281	0.84	0.81	-0.1		5281	-0.1		
1		5281	0.86	0.82	-0.04		5281	-0.04		
1		5282	0.86	0.81	-0.04		5282	-0.04		
1		5282	0.82	0.79	-0.19		5282	-0.19		
1	0.226	5285	0.92		0.24	0.884	5285	0.24		
1		5286	0.9	0.85	0.16		5286	0.16		
1		5288	0.85	0.81	-0.09		5288	-0.09		
1	0.45	5291	0.87		0.05	0.835	5291	0.05		
1		5293	0.86	0.82	-0.03		5293	-0.03		
1		5293	0.9	0.83	0.08		5293	0.08		
1		5296	0.88	0.83	0.01		5296	0.01		
1		5297	0.84	0.81	-0.1		5297	-0.1		
1		5298	0.87	0.83	-0.01		5298	-0.01		
1	0.62	5300	0.94	0.9	0.29		5300	0.29		
1		5301	0.86	0.82	-0.03		5301	-0.03		
1	2.147	5302	0.92	1.04	0.24		5302	0.24		
1	0.098	5303	0.9		0.21	0.914	5303	0.21		
1		5303	0.86	0.82	-0.05		5303	-0.05		
1	0.237	5304	0.94	0.87	0.19	0.809	5304	0.19		
1		5307	0.87	0.86	0.02		5307	0.02		
1		5308	0.85	0.81	-0.08		5308	-0.08		
1		5308	0.79	0.76	-0.25		5308	-0.25		
1		5310	0.87	0.83	-0.02		5310	-0.02		
1	0.117	5310	0.92	0.8	0.2		5310	0.2		
1	4.64	5311	0.9		0.43	0.88	5311	0.43		
1	2.17	5311	0.87	0.92	0	1.023	5311	0		
1	0.47	5312	0.83		0.29	0.836	5312	0.29		
1	4.6	5312	0.95		0.41	0.827	5312	0.41		
1		5312	0.87	0.83	0		5312	0		
1	0.694	5314	0.84	0.75	0	0.81	5314	0		
1		5315	0.85	0.82	-0.09		5315	-0.09		
1		5315	0.87	0.83	-0.01		5315	-0.01		
1	0.527	5315	0.95	0.89	0.29		5315	0.29		
1		5316	0.86	0.82	-0.04		5316	-0.04		
1	3.06	5317	0.89	1.04	0.03	0.806	5317	0.03		
1		5321	0.86	0.82	-0.04		5321	-0.04		
1		5322	0.87	0.83	-0.02		5322	-0.02		
1		5322	0.91	0.84	0.11		5322	0.11		
1		5323	0.85	0.81	-0.13		5323	-0.13		
1		5324	0.88	0.84	0.02		5324	0.02		
1		5324	0.85	0.81	-0.09		5324	-0.09		
1		5326	0.85	0.78	-0.17		5326	-0.17		
1		5327	0.91	0.87	0.15		5327	0.15		
1		5327	0.86	0.82	-0.09		5327	-0.09		
1		5328	0.78	0.74	-0.4		5328	-0.4		
1		5330	0.81	0.78	-0.26		5330	-0.26		
1		5331	0.86	0.78	-0.2		5331	-0.2		
1		5331	0.87	0.84	-0.01		5331	-0.01		
1		5332	0.86	0.82	-0.07		5332	-0.07		
1	0.597	5332	0.97	1.01	0.43	0.864	5332	0.43		
1		5333	0.88	0.84	0.04		5333	0.04		
1		5334	0.87	0.83	-0.03		5334	-0.03		
1		5335	0.87	0.83	-0.04		5335	-0.04		
1		5337	0.86	0.82	-0.09		5337	-0.09		
1		5343	0.88	0.84	0		5343	0		
1		5345	0.88	0.84	0.01		5345	0.01		
1	1.071	5346	0.97	0.93	0.33	0.83	5346	0.33		
1		5346	0.86	0.83	-0.07		5346	-0.07		
1		5346	0.87	0.84	-0.02		5346	-0.02		
1		5347	0.89	0.85	0.06		5347	0.06		
1		5350	0.89	0.84	0.02		5350	0.02		
1		5352	0.88	0.83	-0.04		5352	-0.04		
1		5352	0.87	0.82	-0.06		5352	-0.06		
1		5353	0.87	0.83	-0.04		5353	-0.04		
1		5355	0.88	0.84	0		5355	0		
1	0.73	5358	0.94	0.86	0.16	1.071	5358	0.16		
1		5359	0.87	0.83	-0.04		5359	-0.04		
1	9.61	5362	0.97	1.62	0.03	0.821	5362	0.03		
1	10.39	5362	1.05	1.91	-0.13	0.78	5362	-0.13		
1		5363	0.88	0.84	-0.01		5363	-0.01		
1	0.837	5366	1.03	1.5	0.34	0.804	5366	0.34		
1	0.195	5370	1.44	2.72	0.18	0.831	5370	0.18		
1		5373	0.87	0.83	-0.08		5373	-0.08		
1		5374	0.87	0.83	-0.08		5374	-0.08		
1	0.485	5375	0.84	0.86	-0.15		5375	-0.15		
1	0.941	5380	0.95	0.98	0.25		5380	0.25		
1		5381	0.88	0.84	-0.04		5381	-0.04		
1		5382	0.88	0.93	0.04		5382	0.04		
1		5383	0.91	0.87	0.1		5383	0.1		
1	0.29	5386	0.89	0.96	0.28	0.865	5386	0.28		
1		5387	0.87	0.84	-0.06		5387	-0.06		
1		5388	0.88	0.84	-0.06		5388	-0.06		
1		5390	0.89	0.84	-0.03		5390	-0.03		
1	0.02825	5392	0.71	0.7	-0.62	0.7	5392	-0.62		
1	0.458	5393	1.01		0.382	0.84	5393	0.382		
1		5393	0.85	0.81	-0.17		5393	-0.17		
1		5394	0.87	0.84	-0.06		5394	-0.06		
1	0.47	5400	0.92	0.91	0.13	0.82	5400	0.13		
1	1.271	5400	1	1.06	-0.08		5400	-0.08		
1	1.323	5403	1	0.93	0.43	0.808	5403	0.43		
1		5403	0.9	0.81	-0.06		5403	-0.06		
1		5403	0.87	0.84	-0.09		5403	-0.09		
1		5403	0.85	0.81	-0.18		5403	-0.18		
1		5403	0.89	0.86	0.01		5403	0.01		
1	1.6	5405	0.83	0.82	-0.09	0.79	5405	-0.09		
1		5406	0.88	0.84	-0.09		5406	-0.09		
1		5409	0.86	0.83	-0.11		5409	-0.11		
1		5410	0.89	0.85	-0.03		5410	-0.03		
1		5416	0.91	0.88	0.08		5416	0.08		
1		5416	0.9	0.87	0.03		5416	0.03		
1		5418	0.9	0.86	0.01		5418	0.01		
1		5418	0.91	0.93	0.09		5418	0.09		
1		5418	0.8	0.76	-0.38		5418	-0.38		
1		5419	0.9	0.86	0		5419	0		
1		5421	0.91	0.86	0.01		5421	0.01		
1		5422	0.9	0.86	0.01		5422	0.01		
1	0.579	5425	0.9	0.84	-0.15	0.976	5425	-0.15		
1	2.89	5426	1.02	0.95	0.09	1.018	5426	0.09		
1		5427	0.93	0.84	0.03		5427	0.03		
1	1.19	5430	1.04	1.13	0.05		5430	0.05		
1		5431	0.89	0.86	-0.05		5431	-0.05		
1		5431	0.88	0.87	0.02		5431	0.02		
1		5431	0.88	0.85	-0.06		5431	-0.06		
1		5433	1.35	5.15	-0.12	0.828	5433	-0.12		
1	0.09439	5434	1.01	0.95	0.26	0.931	5434	0.26		
1		5434	0.91	0.85	0		5434	0		
1		5436	0.91	0.82	-0.06		5436	-0.06		
1	1.216	5436	0.89	0.92	-0.05	0.73	5436	-0.05		
1		5437	0.9	0.86	-0.02		5437	-0.02		
1	1.02	5438	1.18	1.94	0.33	0.81	5438	0.33		
1		5438	0.86	0.83	-0.16		5438	-0.16		
1		5438	0.91	0.87	0.03		5438	0.03		
1	7.4	5439	1.09	1.94	-0.09	0.71	5439	-0.09		
1	3.47	5440	0.95	1	-0.1		5440	-0.1		
1		5440	0.9	0.86	-0.01		5440	-0.01		
1		5441	0.89	0.86	-0.01		5441	-0.01		
1		5442	0.9	0.86	-0.01		5442	-0.01		
1		5443	0.9	0.86	-0.03		5443	-0.03		
1		5444	0.93	0.84	0.01		5444	0.01		
1		5445	0.87	0.84	-0.1		5445	-0.1		
1		5446	0.9	0.86	-0.02		5446	-0.02		
1		5447	0.93	0.92	0.14		5447	0.14		
1		5448	0.9	0.86	-0.02		5448	-0.02		
1	0.309	5449	0.98	1.04	0.27	0.82	5449	0.27		
1		5452	0.88	0.85	-0.09		5452	-0.09		
1	9.71	5453	0.93		0.14	0.803	5453	0.14		
1		5453	0.9	0.86	-0.04		5453	-0.04		
1		5453	0.92	0.85	0		5453	0		
1	0.398	5454	0.9		0.35	0.831	5454	0.35		
1		5455	0.89	0.85	-0.07		5455	-0.07		
1		5460	0.92	0.89	0.08		5460	0.08		
1		5461	0.95	0.86	0.09		5461	0.09		
1		5461	0.91	0.87	-0.02		5461	-0.02		
1	2.6	5467	0.94		0.17	0.758	5467	0.17		
1		5468	0.92	0.84	-0.04		5468	-0.04		
1		5470	0.88	0.85	-0.11		5470	-0.11		
1		5470	0.91	0.88	0.03		5470	0.03		
1		5471	0.92	0.89	0.06		5471	0.06		
1		5471	0.88	0.85	-0.12		5471	-0.12		
1		5472	0.94	0.9	0.12		5472	0.12		
1		5473	0.93	0.87	0.04		5473	0.04		
1	0.922	5473	0.81	0.74	-0.49		5473	-0.49		
1	0.18689	5474	1.12	1.75	0.33	0.764	5474	0.33		
1		5474	0.92	0.89	0.02		5474	0.02		
1		5475	0.93	1.09	0.09		5475	0.09		
1	1.272	5475	1.08	0.96	0.32	0.828	5475	0.32		
1		5476	0.9	0.87	-0.03		5476	-0.03		
1		5478	0.93	0.86	0.01		5478	0.01		
1		5479	0.88	0.85	-0.11		5479	-0.11		
1		5482	0.92	0.89	0.05		5482	0.05		
1		5485	0.91	0.87	-0.03		5485	-0.03		
1		5485	0.88	0.85	-0.12		5485	-0.12		
1		5486	0.92	0.89	0.04		5486	0.04		
1		5486	0.94	0.85	0.01		5486	0.01		
1		5488	0.9	0.87	-0.07		5488	-0.07		
1		5490	0.97	0.88	0.17		5490	0.17		
1		5491	0.9	0.88	-0.03		5491	-0.03		
1	1.37	5493	1	1.05	0.07		5493	0.07		
1		5493	0.89	0.86	-0.11		5493	-0.11		
1	6.8	5494	0.78		-0.36	0.701	5494	-0.36		
1		5494	0.93	0.89	0.05		5494	0.05		
1		5496	0.93	0.9	0.06		5496	0.06		
1	0.672	5498	0.93	0.92	0.01	0.763	5498	0.01		
1		5498	0.96	0.87	0.1		5498	0.1		
1	5.1	5499	0.99		0.19	0.79	5499	0.19		
1		5499	0.89	0.86	-0.1		5499	-0.1		
1	0.567	5500	1.01	0.96	0.31		5500	0.31		
1	0.426	5500	0.97	1.12	0.01	0.773	5500	0.01		
1		5500	0.93	0.9	0.05		5500	0.05		
1	1.76	5500	1	0.95	0		5500	0		
1		5502	0.9	0.87	-0.09		5502	-0.09		
1		5504	0.92	0.89	0.01		5504	0.01		
1	3.48	5505	0.95	0.99	0.22	0.773	5505	0.22		
1		5507	0.92	0.89	0.02		5507	0.02		
1		5507	0.93	0.9	0.06		5507	0.06		
1	0.6	5508	0.96	1	0.4	0.817	5508	0.4		
1		5508	0.92	0.88	-0.01		5508	-0.01		
1		5508	0.9	0.87	-0.07		5508	-0.07		
1	0.3	5510	1.11	1.05	0.29		5510	0.29		
1		5513	0.92	0.88	-0.01		5513	-0.01		
1		5515	0.9	0.87	-0.08		5515	-0.08		
1	0.66	5515	1.02	0.99	0.36		5515	0.36		
1		5515	0.93	0.86	-0.03		5515	-0.03		
1		5517	0.93	0.9	0.03		5517	0.03		
1		5518	0.91	0.88	-0.05		5518	-0.05		
1	0.113	5518	0.97	0.98	-0.29		5518	-0.29		
1		5518	0.91	0.88	-0.01		5518	-0.01		
1	1.068	5519	0.95	1	0.23	0.808	5519	0.23		
1		5519	0.92	0.89	0.01		5519	0.01		
1	1.45	5520	0.99	1.13	0.27	0.963	5520	0.27		
1		5520	0.94	0.91	0.07		5520	0.07		
1	0.43	5520	0.95	0.99	0.2		5520	0.2		
1		5521	0.93	0.89	0.01		5521	0.01		
1		5522	0.9	0.87	-0.09		5522	-0.09		
1		5522	0.92	0.87	-0.04		5522	-0.04		
1	0.543	5523	0.96	0.89	0.05	0.799	5523	0.05		
1		5523	0.94	0.91	0.07		5523	0.07		
1		5524	0.92	0.89	0		5524	0		
1		5526	0.93	0.9	0.02		5526	0.02		
1		5527	0.93	0.9	0.03		5527	0.03		
1	0.00063	5527	0.94	0.83	0.09		5527	0.09		
1		5527	0.94	0.91	0.07		5527	0.07		
1		5527	0.93	0.9	0.01		5527	0.01		
1		5528	0.93	0.9	0.03		5528	0.03		
1	2.68	5530	0.87		-0.12	0.75	5530	-0.12		
1		5530	0.97	0.96	0.2		5530	0.2		
1		5533	0.95	0.89	0.04		5533	0.04		
1		5533	0.92	0.89	-0.03		5533	-0.03		
1		5535	0.93	0.9	0		5535	0		
1		5535	0.96	0.93	0.12		5535	0.12		
1		5538	0.94	0.91	0.08		5538	0.08		
1		5539	0.92	0.89	0		5539	0		
1		5539	0.89	0.86	-0.15		5539	-0.15		
1	0.011	5539	0.99	1.11	0.18		5539	0.18		
1	3.37	5540	0.9	0.9	0.1	0.75	5540	0.1		
1	0.48	5540	1.06	1.05	0.14		5540	0.14		
1		5541	0.93	0.9	0.01		5541	0.01		
1		5541	0.92	0.91	-0.02		5541	-0.02		
1		5543	0.94	0.91	0.04		5543	0.04		
1		5544	0.92	0.89	-0.03		5544	-0.03		
1		5545	0.95	0.86	0.22		5545	0.22		
1		5545	0.92	0.89	-0.04		5545	-0.04		
1		5545	0.9	0.86	-0.13		5545	-0.13		
1	5.59	5546	0.98		0.12	0.715	5546	0.12		
1		5547	0.94	0.92	0.06		5547	0.06		
1		5549	0.91	0.88	-0.07		5549	-0.07		
1		5549	0.92	0.89	-0.05		5549	-0.05		
1		5550	0.94	0.91	0.05		5550	0.05		
1		5550	0.93	0.91	0.01		5550	0.01		
1		5550	0.92	0.89	-0.04		5550	-0.04		
1	2.54	5552	0.9	1	-0.11	0.761	5552	-0.11		
1	1.29	5555	1.01		0.214	0.75	5555	0.214		
1		5556	0.95	0.91	0.05		5556	0.05		
1		5556	0.95	0.93	0.08		5556	0.08		
1		5557	0.93	0.9	-0.02		5557	-0.02		
1		5557	0.92	0.89	-0.06		5557	-0.06		
1		5558	0.92	0.89	-0.04		5558	-0.04		
1		5559	0.91	0.88	-0.1		5559	-0.1		
1		5559	0.92	0.89	-0.05		5559	-0.05		
1	2.4	5560	0.85	0.85	-0.24	0.71	5560	-0.24		
1	0.84	5560	0.83	0.88	-0.22	0.646	5560	-0.22		
1	0.595	5560	0.85	0.95	-0.1		5560	-0.1		
1	0.248	5564	0.93		0.078	0.718	5564	0.078		
1		5564	0.93	0.91	0.01		5564	0.01		
1		5566	0.94	0.91	0.03		5566	0.03		
1	1.946	5568	1.01	1.08	0.22		5568	0.22		
1		5568	0.94	0.92	0.04		5568	0.04		
1	1.069	5568	0.9	1	0.15		5568	0.15		
1		5569	0.93	0.9	-0.02		5569	-0.02		
1	1.87	5570	1.05	0.89	0.29	0.782	5570	0.29		
1		5570	0.96	0.94	0.1		5570	0.1		
1		5570	0.93	0.92	-0.01		5570	-0.01		
1		5573	0.95	1.15	0.11		5573	0.11		
1		5575	0.93	0.9	-0.04		5575	-0.04		
1		5575	0.94	0.92	0		5575	0		
1	0.378	5576	0.98	0.9	0.05		5576	0.05		
1	1.11	5577	1.03	1.67	0.39	0.761	5577	0.39		
1		5578	0.94	0.92	-0.01		5578	-0.01		
1		5579	0.94	0.91	0		5579	0		
1		5581	0.95	0.9	0		5581	0		
1	1.16	5582	1.01		-0.27	0.777	5582	-0.27		
1		5582	0.95	0.92	0.04		5582	0.04		
1		5582	1.04	1.03	0.37		5582	0.37		
1		5582	0.96	0.9	0.05		5582	0.05		
1	0.38	5585	1.15	1.09	0.56	0.874	5585	0.56		
1		5586	0.94	0.93	0.01		5586	0.01		
1	4.063	5588	0.95	1.1	0.01		5588	0.01		
1		5589	0.96	0.94	0.01		5589	0.01		
1	0.52	5590	1.09	1.79	0.01		5590	0.01		
1		5590	0.94	0.92	0		5590	0		
1		5592	0.95	0.93	0.03		5592	0.03		
1		5593	0.96	0.93	0.03		5593	0.03		
1		5594	0.94	0.93	0		5594	0		
1		5595	0.93	0.91	-0.06		5595	-0.06		
1		5596	0.92	0.9	-0.08		5596	-0.08		
1		5597	0.93	0.9	-0.06		5597	-0.06		
1	0.057	5599	0.84		-0.24	0.68	5599	-0.24		
1	1.98	5600	1.04	1.02	0.28	0.803	5600	0.28		
1	2.13	5600	1.23		0.1	0.699	5600	0.1		
1	0.804	5600	0.87		-0.284	0.66	5600	-0.284		
1	1.91	5600	0.83	0.86	-0.3		5600	-0.3		
1	0.571	5600	1.02	1.11	0.12		5600	0.12		
1	0.644	5600	0.89	0.93	-0.25		5600	-0.25		
1	1.55	5600	0.93	1.01	-0.07		5600	-0.07		
1		5601	0.93	0.9	-0.08		5601	-0.08		
1		5602	0.93	0.91	-0.06		5602	-0.06		
1		5603	0.87	0.85	-0.25		5603	-0.25		
1		5605	0.94	0.93	0.01		5605	0.01		
1	0.127	5606	0.89	1.03	-0.34		5606	-0.34		
1		5608	0.97	0.94	0.08		5608	0.08		
1		5608	0.97	0.95	0.08		5608	0.08		
1		5609	0.94	0.91	-0.01		5609	-0.01		
1		5610	0.96	0.93	0.04		5610	0.04		
1		5611	0.94	0.91	-0.04		5611	-0.04		
1		5612	0.94	0.92	-0.01		5612	-0.01		
1		5612	0.95	0.93	0.03		5612	0.03		
1		5612	0.95	0.91	-0.01		5612	-0.01		
1		5612	0.94	0.91	-0.03		5612	-0.03		
1		5612	0.93	0.91	-0.07		5612	-0.07		
1		5614	0.94	0.91	-0.04		5614	-0.04		
1		5614	0.94	0.91	-0.03		5614	-0.03		
1		5614	0.93	0.89	-0.08		5614	-0.08		
1	1.79	5616	1.02		0.29	0.745	5616	0.29		
1		5616	0.95	0.93	0.01		5616	0.01		
1		5616	0.95	0.93	0.01		5616	0.01		
1		5616	0.97	0.96	0.09		5616	0.09		
1		5617	0.99	0.97	0.14		5617	0.14		
1		5618	0.97	0.95	0.08		5618	0.08		
1		5618	0.95	0.92	0		5618	0		
1	1.61	5620	1.19		0.29	0.77	5620	0.29		
1	0.08495	5620	0.92	0.98	-0.07	0.72	5620	-0.07		
1	0.18	5620	1.08	1.39	-0.18		5620	-0.18		
1		5622	0.96	0.87	-0.04		5622	-0.04		
1		5623	0.95	0.93	0.01		5623	0.01		
1	0.384	5623	0.94	1.75	-0.11		5623	-0.11		
1		5624	0.97	0.95	0.08		5624	0.08		
1	0.84	5625	0.99	0.94	-0.01		5625	-0.01		
1	1.23	5625	1.04	0.96	0.26		5625	0.26		
1		5626	0.95	0.92	-0.01		5626	-0.01		
1	1.29	5627	1.01	1.05	0.18	0.761	5627	0.18		
1		5627	0.95	0.92	-0.01		5627	-0.01		
1	1.9	5628	1.1		-0.24	0.764	5628	-0.24		
1		5628	0.94	0.92	-0.04		5628	-0.04		
1		5629	0.92	0.9	-0.11		5629	-0.11		
1		5629	0.94	1	-0.078		5629	-0.078		
1	0.05	5630	0.85		-0.26	0.66	5630	-0.26		
1		5630	0.96	0.95	0.03		5630	0.03		
1	1.13	5630	1.11	1.13	0.14		5630	0.14		
1		5631	0.94	0.96	-0.02		5631	-0.02		
1		5633	0.94	0.91	-0.05		5633	-0.05		
1		5634	0.98	0.91	0.04		5634	0.04		
1		5634	0.93	0.91	-0.07		5634	-0.07		
1		5635	0.95	0.93	0		5635	0		
1		5636	0.99	0.96	0.13		5636	0.13		
1		5637	0.97	0.91	0.01		5637	0.01		
1	11	5638	1.32	2.5	0.08	0.742	5638	0.08		
1		5638	0.94	0.92	-0.08		5638	-0.08		
1	1.32	5640	1.12	1.06	0.23		5640	0.23		
1		5641	0.95	0.93	0.01		5641	0.01		
1		5642	0.96	0.98	0.04		5642	0.04		
1		5643	0.96	0.94	0.03		5643	0.03		
1		5643	0.98	0.96	0.06		5643	0.06		
1		5644	0.94	0.91	-0.07		5644	-0.07		
1	0.662	5645	1.05	1.1	0.23		5645	0.23		
1		5645	0.94	0.91	-0.07		5645	-0.07		
1	0.668	5647	1.21	1.39	0.34		5647	0.34		
1		5647	0.95	0.93	0		5647	0		
1		5649	0.94	0.92	-0.07		5649	-0.07		
1	0.535	5650	1.1	1.19	0.19		5650	0.19		
1	1.47	5650	1.28	2.05	0.4	0.747	5650	0.4		
1		5650	0.96	0.9	-0.05		5650	-0.05		
1	1.23	5650	1.02	1.2	0.14		5650	0.14		
1		5653	0.96	0.94	0.02		5653	0.02		
1		5653	1.01	0.94	0.15		5653	0.15		
1		5653	0.96	0.91	-0.04		5653	-0.04		
1	4.73	5655	1.08	1.44	0.11	0.713	5655	0.11		
1		5655	0.93	0.9	-0.13		5655	-0.13		
1		5655	0.95	0.93	-0.03		5655	-0.03		
1		5656	0.96	0.94	0.02		5656	0.02		
1		5658	0.94	0.92	-0.09		5658	-0.09		
1	1.192	5659	1.06	1.02	0.29		5659	0.29		
1		5659	0.98	0.97	0.07		5659	0.07		
1		5659	0.96	0.94	0.01		5659	0.01		
1		5660	0.95	0.93	-0.02		5660	-0.02		
1		5660	0.95	0.93	-0.03		5660	-0.03		
1		5660	0.95	0.93	-0.03		5660	-0.03		
1		5661	0.87	0.9	-0.28		5661	-0.28		
1	0.105	5662	1.06		0.31	0.73	5662	0.31		
1	1.98	5663	0.99	1.95	-0.49	0.642	5663	-0.49		
1		5663	0.98	0.96	0.06		5663	0.06		
1		5663	0.93	0.91	-0.12		5663	-0.12		
1	1.16	5664	1.06	1.48	0.06	0.756	5664	0.06		
1		5664	0.97	0.95	0.04		5664	0.04		
1		5664	0.95	0.92	-0.04		5664	-0.04		
1		5664	0.97	0.95	0.02		5664	0.02		
1		5665	0.97	0.94	0.01		5665	0.01		
